id,label,umls_xref
DOID:3558,duodenal obstruction,UMLS_CUI:C0013292
DOID:3559,pseudomyxoma peritonei,UMLS_CUI:C0033822
DOID:3565,meningioma,UMLS_CUI:C1334698|UMLS_CUI:C0025286
DOID:3571,liver cancer,UMLS_CUI:C0023903|UMLS_CUI:C0024620|UMLS_CUI:C0345904|UMLS_CUI:C0854795
DOID:3572,intracranial sinus thrombosis,UMLS_CUI:C0037198
DOID:3574,lateral sinus thrombosis,UMLS_CUI:C0270639
DOID:3575,cavernous sinus thrombosis,UMLS_CUI:C0238454
DOID:3576,sagittal sinus thrombosis,UMLS_CUI:C0338575
DOID:3577,Sertoli cell tumor,UMLS_CUI:C0036769
DOID:3578,ovarian gonadoblastoma,UMLS_CUI:C1518716
DOID:3579,testicular gonadoblastoma,UMLS_CUI:C1515283
DOID:3587,pancreatic ductal carcinoma,UMLS_CUI:C0153461|UMLS_CUI:C0887833
DOID:3590,gestational trophoblastic neoplasm,UMLS_CUI:C0020217|UMLS_CUI:C0278796|UMLS_CUI:C1135868
DOID:3593,epithelioid trophoblastic tumor,UMLS_CUI:C1266159
DOID:3594,choriocarcinoma,UMLS_CUI:C0008497
DOID:3596,placental site trophoblastic tumor,UMLS_CUI:C0206666
DOID:3602,toxic encephalopathy,UMLS_CUI:C0235032
DOID:3603,mucinous cystadenocarcinoma,UMLS_CUI:C0206699
DOID:3604,ovarian mucinous cystadenocarcinoma,UMLS_CUI:C0279665
DOID:3605,ovarian cystadenocarcinoma,UMLS_CUI:C1096638
DOID:3606,ovarian mucinous adenocarcinoma,UMLS_CUI:C1335167
DOID:3607,appendix mucinous cystadenocarcinoma,UMLS_CUI:C1096639
DOID:3608,appendix adenocarcinoma,UMLS_CUI:C0238003
DOID:3609,breast mucinous cystadenocarcinoma,UMLS_CUI:C1511318
DOID:361,cervix endometriosis,UMLS_CUI:C0269107
DOID:3610,breast mucinous carcinoma,UMLS_CUI:C1334807
DOID:3611,acute retinal necrosis syndrome,UMLS_CUI:C0035319
DOID:3612,retinitis,UMLS_CUI:C0035333
DOID:3613,Canavan disease,UMLS_CUI:C0206307
DOID:3614,Kallmann syndrome,UMLS_CUI:C0162809
DOID:3615,infiltrating angiolipoma,UMLS_CUI:C1305256
DOID:3616,angiolipoma,UMLS_CUI:C0206632
DOID:3617,epidural spinal canal angiolipoma,UMLS_CUI:C1333416
DOID:3618,epidural spinal canal neoplasm,UMLS_CUI:C0014536
DOID:3620,central nervous system cancer,UMLS_CUI:C0085136|UMLS_CUI:C0348374
DOID:3627,aortic aneurysm,UMLS_CUI:C0003486|UMLS_CUI:C0265010|UMLS_CUI:C0265012|UMLS_CUI:C0741160|UMLS_CUI:C1305122
DOID:363,uterine cancer,UMLS_CUI:C0042138|UMLS_CUI:C0153567
DOID:3633,beta-mannosidosis,UMLS_CUI:C4048196
DOID:3635,congenital myasthenic syndrome,UMLS_CUI:C0751882
DOID:3637,childhood spinal cord tumor,UMLS_CUI:C1134515
DOID:3639,spinal cord intramedullary teratoma,UMLS_CUI:C1334259
DOID:3640,central nervous system teratoma,UMLS_CUI:C1332895
DOID:3641,conus medullaris neoplasm,UMLS_CUI:C1333153
DOID:3642,empty sella syndrome,UMLS_CUI:C0014008
DOID:3643,sella turcica neoplasm,UMLS_CUI:C0748616
DOID:3644,hypothalamic neoplasm,UMLS_CUI:C0020659
DOID:3646,necrosis of pituitary,UMLS_CUI:C0271558
DOID:3649,pyruvate decarboxylase deficiency,UMLS_CUI:C0034345
DOID:365,bladder disease,UMLS_CUI:C0005686
DOID:3650,lactic acidosis,UMLS_CUI:C0001125
DOID:3651,pyruvate carboxylase deficiency disease,UMLS_CUI:C0034341
DOID:3652,Leigh disease,UMLS_CUI:C0023264
DOID:3659,sialuria,UMLS_CUI:C0342853
DOID:3660,wheat allergy,UMLS_CUI:C0949570
DOID:3663,cutaneous mastocytosis,UMLS_CUI:C1136033
DOID:3664,mast cell neoplasm,UMLS_CUI:C0334664
DOID:3665,diffuse cutaneous mastocytosis,UMLS_CUI:C0024901
DOID:3666,solitary mastocytoma of the skin,UMLS_CUI:C0343115
DOID:3669,intermittent claudication,UMLS_CUI:C0021775
DOID:367,olfactory nerve disease,UMLS_CUI:C0751937
DOID:3671,pericoronitis,UMLS_CUI:C0031055
DOID:3672,rhabdoid cancer,UMLS_CUI:C0206743
DOID:3674,kidney rhabdoid cancer,UMLS_CUI:C0854917
DOID:3675,childhood kidney cancer,UMLS_CUI:C1333003
DOID:3677,pulmonary plasma cell granuloma,UMLS_CUI:C0085269
DOID:368,cerebrum cancer,UMLS_CUI:C0153642|UMLS_CUI:C1263885
DOID:3683,lung benign neoplasm,UMLS_CUI:C0024121
DOID:3687,MELAS syndrome,UMLS_CUI:C0162671
DOID:3688,plexopathy,UMLS_CUI:C1335437
DOID:3689,brachial plexus neuritis,UMLS_CUI:C0221759
DOID:369,olfactory neuroblastoma,UMLS_CUI:C0206717
DOID:3690,brachial plexus neuropathy,UMLS_CUI:C0700251
DOID:3691,anal colloid adenocarcinoma,UMLS_CUI:C1332272
DOID:3692,anal canal adenocarcinoma,UMLS_CUI:C1332259
DOID:3693,ampulla of Vater mucinous adenocarcinoma,UMLS_CUI:C1332248
DOID:3696,acute sanguinous otitis media,UMLS_CUI:C0395865
DOID:3697,acute transudative otitis media,UMLS_CUI:C0271432
DOID:3698,bile duct mucinous adenocarcinoma,UMLS_CUI:C0861856
DOID:3699,uterine ligament mucinous adenocarcinoma,UMLS_CUI:C5557429
DOID:37,skin disease,UMLS_CUI:C0029574|UMLS_CUI:C0037274|UMLS_CUI:C0037277
DOID:370,malignant olfactory nerve neoplasm,UMLS_CUI:C0496838
DOID:3700,uterine ligament adenocarcinoma,UMLS_CUI:C5557428
DOID:3701,cervical mucinous adenocarcinoma,UMLS_CUI:C1332919
DOID:3702,cervical adenocarcinoma,UMLS_CUI:C0279672
DOID:3703,prostate colloid adenocarcinoma,UMLS_CUI:C1335513
DOID:3704,fallopian tube mucinous adenocarcinoma,UMLS_CUI:C1517119
DOID:3705,fallopian tube mucinous tumor,UMLS_CUI:C1517120
DOID:3706,fallopian tube adenocarcinoma,UMLS_CUI:C1333590
DOID:3707,endometrial mucinous adenocarcinoma,UMLS_CUI:C1519859
DOID:3709,rectum mucinous adenocarcinoma,UMLS_CUI:C0279652
DOID:371,extracranial neuroblastoma,UMLS_CUI:C1333499
DOID:3710,bladder colloid adenocarcinoma,UMLS_CUI:C1511193
DOID:3711,bladder adenocarcinoma,UMLS_CUI:C0279682
DOID:3713,ovary adenocarcinoma,UMLS_CUI:C0948216
DOID:3716,mucinous stomach adenocarcinoma,UMLS_CUI:C1334809
DOID:3717,gastric adenocarcinoma,UMLS_CUI:C0278701
DOID:3720,extramedullary plasmacytoma,UMLS_CUI:C0278619
DOID:3721,plasmacytoma,UMLS_CUI:C0032131
DOID:3722,solitary osseous plasmacytoma,UMLS_CUI:C0272256
DOID:3723,solitary plasmacytoma of chest wall,UMLS_CUI:C1332936
DOID:3728,acute allergic sanguinous otitis media,UMLS_CUI:C0155420
DOID:3733,theileriasis,UMLS_CUI:C0039753
DOID:3737,verrucous carcinoma,UMLS_CUI:C0206706
DOID:374,nutrition disease,UMLS_CUI:C3714509
DOID:3740,vulva verrucous carcinoma,UMLS_CUI:C1336983
DOID:3741,bladder verrucous squamous cell carcinoma,UMLS_CUI:C1511208
DOID:3742,bladder squamous cell carcinoma,UMLS_CUI:C0279681
DOID:3743,cervical verrucous carcinoma,UMLS_CUI:C1516435
DOID:3744,cervical squamous cell carcinoma,UMLS_CUI:C0279671
DOID:3747,esophagus verrucous carcinoma,UMLS_CUI:C1333470
DOID:3748,esophagus squamous cell carcinoma,UMLS_CUI:C0279626
DOID:3749,urethral verrucous carcinoma,UMLS_CUI:C1519827
DOID:3750,urethra squamous cell carcinoma,UMLS_CUI:C1336890
DOID:3751,plantar verrucous skin carcinoma,UMLS_CUI:C0349657
DOID:3752,larynx verrucous carcinoma,UMLS_CUI:C0280328
DOID:3753,Hermansky-Pudlak syndrome,UMLS_CUI:C0079504
DOID:3755,antithrombin III deficiency,UMLS_CUI:C0272375
DOID:3756,protein C deficiency,UMLS_CUI:C0398625
DOID:3762,cytochrome-c oxidase deficiency disease,UMLS_CUI:C0268237
DOID:3763,hermaphroditism,UMLS_CUI:C0019269
DOID:3764,Denys-Drash syndrome,UMLS_CUI:C0950121
DOID:3765,pseudohermaphroditism,UMLS_CUI:C0021193|UMLS_CUI:C0033804
DOID:3766,leukorrhea,UMLS_CUI:C0023533
DOID:3767,vaginal discharge,UMLS_CUI:C0227791
DOID:3770,pulmonary fibrosis,UMLS_CUI:C0034069
DOID:3772,intraventricular meningioma,UMLS_CUI:C1334271
DOID:3774,chordoid glioma,UMLS_CUI:C1322252
DOID:3777,granuloma annulare,UMLS_CUI:C0085074
DOID:3781,anovulation,UMLS_CUI:C0003128
DOID:3783,Coffin-Lowry syndrome,UMLS_CUI:C0265252
DOID:379,external ear disease,UMLS_CUI:C0155388
DOID:3798,pleural empyema,UMLS_CUI:C0014013
DOID:3803,Crigler-Najjar syndrome,UMLS_CUI:C0010324
DOID:3805,porokeratosis,UMLS_CUI:C0162839|UMLS_CUI:C0265970
DOID:3809,epidural spinal canal meningioma,UMLS_CUI:C1333417
DOID:381,arthropathy,UMLS_CUI:C0022408|UMLS_CUI:C0157749
DOID:3813,central nervous system chondroma,UMLS_CUI:C1333019
DOID:3816,glossopharyngeal nerve paralysis,UMLS_CUI:C5231192
DOID:3817,cranial nerve palsy,UMLS_CUI:C0151311
DOID:3818,photoallergic dermatitis,UMLS_CUI:C0162824
DOID:3819,toxicodendron dermatitis,UMLS_CUI:C0032342
DOID:3821,posterior cerebral artery infarction,UMLS_CUI:C0752132
DOID:3825,Shwartzman phenomenon,UMLS_CUI:C0037018
DOID:3827,congenital diaphragmatic hernia,UMLS_CUI:C0019284
DOID:3828,chromophobe adenoma,UMLS_CUI:C0001432
DOID:3829,pituitary adenoma,UMLS_CUI:C0032000
DOID:384,Wolff-Parkinson-White syndrome,UMLS_CUI:C0043202|UMLS_CUI:C0392470
DOID:3840,craniopharyngioma,UMLS_CUI:C0010276
DOID:3842,skull base cancer,UMLS_CUI:C0376527
DOID:3843,diencephalic neoplasm,UMLS_CUI:C1333286|UMLS_CUI:C1334576
DOID:3846,adamantinous craniopharyngioma,UMLS_CUI:C0431129
DOID:3847,papillary craniopharyngioma,UMLS_CUI:C0431128
DOID:3850,hemangiopericytic tumor,UMLS_CUI:C0476144
DOID:3852,Peutz-Jeghers syndrome,UMLS_CUI:C0031269|UMLS_CUI:C0265323|UMLS_CUI:C0456487
DOID:3855,seminal vesicle tumor,UMLS_CUI:C0341767
DOID:3856,male reproductive organ cancer,UMLS_CUI:C0017417|UMLS_CUI:C0153606
DOID:3857,large cell medulloblastoma,UMLS_CUI:C1266180
DOID:3860,cerebellar vermis medulloblastoma,UMLS_CUI:C1332903
DOID:3861,medullomyoblastoma,UMLS_CUI:C0205833
DOID:3864,adult medulloblastoma,UMLS_CUI:C0278876
DOID:3865,adult central nervous system embryonal tumor,UMLS_CUI:C1332196
DOID:3868,melanotic medulloblastoma,UMLS_CUI:C1275668
DOID:3869,childhood medulloblastoma,UMLS_CUI:C0278510
DOID:3870,childhood central nervous system embryonal tumor,UMLS_CUI:C1332957
DOID:3873,desmoplastic/nodular medulloblastoma,UMLS_CUI:C1334970
DOID:3875,thrombophlebitis,UMLS_CUI:C0040046|UMLS_CUI:C0265057
DOID:3876,colonic pseudo-obstruction,UMLS_CUI:C0009377
DOID:3877,functional colonic disease,UMLS_CUI:C0009374
DOID:3883,Lynch syndrome,UMLS_CUI:C0009405|UMLS_CUI:C1333990
DOID:3890,acute intermittent porphyria,UMLS_CUI:C0162565
DOID:3891,placental insufficiency,UMLS_CUI:C0032051
DOID:3892,insulinoma,UMLS_CUI:C0021670|UMLS_CUI:C0022134
DOID:3893,hidrocystoma,UMLS_CUI:C0206672
DOID:3895,apocrine adenoma,UMLS_CUI:C0334345
DOID:3896,hidradenoma,UMLS_CUI:C0019522
DOID:3901,vulvitis,UMLS_CUI:C0042996
DOID:3904,bronchus carcinoma,UMLS_CUI:C0007121
DOID:3905,lung carcinoma,UMLS_CUI:C0684249
DOID:3906,bronchial benign neoplasm,UMLS_CUI:C0006264
DOID:3907,lung squamous cell carcinoma,UMLS_CUI:C0149782
DOID:3908,lung non-small cell carcinoma,UMLS_CUI:C0007131
DOID:3910,lung adenocarcinoma,UMLS_CUI:C0152013|UMLS_CUI:C1335060
DOID:3911,progeria,UMLS_CUI:C0033300
DOID:3917,pancreatic serous cystadenoma,UMLS_CUI:C1335316
DOID:3918,pancreatic cystadenoma,UMLS_CUI:C0341486
DOID:3919,pancreatic serous cystic neoplasm,UMLS_CUI:C1518875
DOID:3923,diffuse lipomatosis,UMLS_CUI:C1333298
DOID:3924,main bronchus cancer,UMLS_CUI:C0153490
DOID:3925,steroid lipomatosis,UMLS_CUI:C1336506
DOID:3926,mediastinal lipomatosis,UMLS_CUI:C1334662
DOID:3927,pelvic lipomatosis,UMLS_CUI:C0406608
DOID:3928,adiposis dolorosa,UMLS_CUI:C0001529
DOID:3930,otitis interna,UMLS_CUI:C1168225
DOID:3933,anterior compartment syndrome,UMLS_CUI:C0003152
DOID:3939,obsolete lipomatous cancer,UMLS_CUI:C0346117
DOID:3946,pituitary-dependent Cushing's disease,UMLS_CUI:C0221406
DOID:3947,adrenal gland hyperfunction,UMLS_CUI:C0001622
DOID:3948,adrenocortical carcinoma,UMLS_CUI:C0206686
DOID:3951,acute myocarditis,UMLS_CUI:C0155686
DOID:3952,adrenal cortex disease,UMLS_CUI:C0001614
DOID:3953,adrenal gland cancer,UMLS_CUI:C0001624|UMLS_CUI:C0750887
DOID:396,Loeffler endocarditis,UMLS_CUI:C0264834
DOID:3962,thyroid gland follicular carcinoma,UMLS_CUI:C0206682
DOID:3963,thyroid gland carcinoma,UMLS_CUI:C0549473
DOID:3964,trabecular follicular adenocarcinoma,UMLS_CUI:C0334327
DOID:3965,Merkel cell carcinoma,UMLS_CUI:C0302182
DOID:3968,papillary follicular thyroid adenocarcinoma,UMLS_CUI:C0206683
DOID:3969,thyroid gland papillary carcinoma,UMLS_CUI:C0238463
DOID:397,restrictive cardiomyopathy,UMLS_CUI:C0007196
DOID:3973,thyroid gland medullary carcinoma,UMLS_CUI:C0238462
DOID:3978,extrinsic cardiomyopathy,UMLS_CUI:C0155699
DOID:3981,pantothenate kinase-associated neurodegeneration,UMLS_CUI:C0018523
DOID:3982,Meige syndrome,UMLS_CUI:C0025183
DOID:3983,oesophagostomiasis,UMLS_CUI:C0028887
DOID:3985,ostertagiasis,UMLS_CUI:C0029471
DOID:399,tuberculosis,UMLS_CUI:C0041295
DOID:3996,urinary system cancer,UMLS_CUI:C0348371
DOID:3998,Bartholin's gland transitional cell carcinoma,UMLS_CUI:C1511053
DOID:3999,Bartholin's gland carcinoma,UMLS_CUI:C0349561
DOID:4,disease,UMLS_CUI:C0012634
DOID:4000,ovary transitional cell carcinoma,UMLS_CUI:C1335184
DOID:4001,ovarian carcinoma,UMLS_CUI:C0677886
DOID:4003,Schneiderian carcinoma,UMLS_CUI:C0334270
DOID:4005,endometrial transitional cell carcinoma,UMLS_CUI:C1516864
DOID:4006,bladder urothelial carcinoma,UMLS_CUI:C0279680
DOID:4007,bladder carcinoma,UMLS_CUI:C0699885
DOID:4008,fallopian tube transitional cell carcinoma,UMLS_CUI:C1517128
DOID:401,multidrug-resistant tuberculosis,UMLS_CUI:C0206526
DOID:4012,papillary transitional carcinoma,UMLS_CUI:C0334274
DOID:4013,urethra transitional cell carcinoma,UMLS_CUI:C0863015
DOID:4014,sarcomatoid transitional cell carcinoma,UMLS_CUI:C0334271
DOID:4015,sarcomatoid carcinoma,UMLS_CUI:C0205697
DOID:402,oral tuberculosis,UMLS_CUI:C0041323
DOID:4022,ureterocele,UMLS_CUI:C0041960
DOID:4023,linitis plastica,UMLS_CUI:C0023743
DOID:4024,scirrhous adenocarcinoma,UMLS_CUI:C0007135
DOID:4025,obsolete steatitis,UMLS_CUI:C0038235
DOID:4028,angioma serpiginosum,UMLS_CUI:C0263637
DOID:4029,gastritis,UMLS_CUI:C0017152
DOID:403,mouth disease,UMLS_CUI:C0026636
DOID:4030,eosinophilic gastritis,UMLS_CUI:C0267154
DOID:4031,eosinophilic gastroenteritis,UMLS_CUI:C1262481
DOID:4033,bacterial gastritis,UMLS_CUI:C0948039
DOID:4034,fungal gastritis,UMLS_CUI:C0948638
DOID:4035,lymphocytic gastritis,UMLS_CUI:C1283271
DOID:4037,necrotizing gastritis,UMLS_CUI:C0877152
DOID:4038,granulomatous gastritis,UMLS_CUI:C1112577
DOID:404,gastrointestinal tuberculosis,UMLS_CUI:C0041312
DOID:4043,skeletal muscle cancer,UMLS_CUI:C1334619
DOID:4044,skeletal muscle neoplasm,UMLS_CUI:C1335971
DOID:4045,muscle cancer,UMLS_CUI:C0027095|UMLS_CUI:C0684743
DOID:4047,liver rhabdomyosarcoma,UMLS_CUI:C1333975
DOID:4048,central nervous system rhabdomyosarcoma,UMLS_CUI:C1332891
DOID:4049,mediastinum rhabdomyosarcoma,UMLS_CUI:C1334677
DOID:4050,mediastinum sarcoma,UMLS_CUI:C1334678
DOID:4051,alveolar rhabdomyosarcoma,UMLS_CUI:C0206655|UMLS_CUI:C0279613
DOID:4053,rectum rhabdomyosarcoma,UMLS_CUI:C1335687
DOID:4054,prostate sarcoma,UMLS_CUI:C0238393
DOID:4055,ectomesenchymoma,UMLS_CUI:C0431111
DOID:4057,gallbladder rhabdomyosarcoma,UMLS_CUI:C1333756
DOID:4058,gallbladder sarcoma,UMLS_CUI:C1333757
DOID:4059,ovary rhabdomyosarcoma,UMLS_CUI:C1335176
DOID:4060,breast rhabdomyosarcoma,UMLS_CUI:C1332637
DOID:4061,testis rhabdomyosarcoma,UMLS_CUI:C1336726
DOID:4062,testis sarcoma,UMLS_CUI:C1336727
DOID:4064,bile duct sarcoma,UMLS_CUI:C2205442
DOID:4065,mixed type rhabdomyosarcoma,UMLS_CUI:C0334481
DOID:4066,anus rhabdomyosarcoma,UMLS_CUI:C1332276
DOID:4067,anus sarcoma,UMLS_CUI:C1332277
DOID:407,hepatic tuberculosis,UMLS_CUI:C0041313
DOID:4071,duodenogastric reflux,UMLS_CUI:C0013299
DOID:4072,duodenum disease,UMLS_CUI:C0013289
DOID:4073,pancreatic cystadenocarcinoma,UMLS_CUI:C0238337
DOID:4074,pancreatic adenocarcinoma,UMLS_CUI:C0281361
DOID:4075,bile duct cystadenocarcinoma,UMLS_CUI:C0334286
DOID:4078,tricuspid valve stenosis,UMLS_CUI:C0040963
DOID:4079,heart valve disease,UMLS_CUI:C0018824|UMLS_CUI:C0079485
DOID:4080,tricuspid valve insufficiency,UMLS_CUI:C0040961
DOID:4084,testicular trophoblastic tumor,UMLS_CUI:C1515301
DOID:4085,trophoblastic neoplasm,UMLS_CUI:C0041182
DOID:4086,testicular germ cell tumor non-seminomatous,UMLS_CUI:C2057625
DOID:4087,testicular pure germ cell tumor,UMLS_CUI:C1514608
DOID:409,liver disease,UMLS_CUI:C0023895
DOID:4090,agnosia,UMLS_CUI:C0001816
DOID:4109,tick infestation,UMLS_CUI:C0040196
DOID:4110,parasitic ectoparasitic infectious disease,UMLS_CUI:C0013578
DOID:4111,cervical adenosarcoma,UMLS_CUI:C1516426
DOID:4112,cervical carcinosarcoma,UMLS_CUI:C1332917|UMLS_CUI:C1516420|UMLS_CUI:C1518168
DOID:4113,uterine corpus adenosarcoma,UMLS_CUI:C1336917
DOID:4114,uterine body mixed cancer,UMLS_CUI:C1334628
DOID:4115,ovarian mesodermal adenosarcoma,UMLS_CUI:C1335169
DOID:4117,vaginal adenosarcoma,UMLS_CUI:C1519914
DOID:4118,colon neuroendocrine neoplasm,UMLS_CUI:C1333097
DOID:4119,intestinal neuroendocrine benign tumor,UMLS_CUI:C1334231
DOID:4123,nail disease,UMLS_CUI:C0027339
DOID:4131,erythrasma,UMLS_CUI:C0014752
DOID:4136,myxosarcoma,UMLS_CUI:C0027155
DOID:4137,common bile duct disease,UMLS_CUI:C0009440
DOID:4138,bile duct disease,UMLS_CUI:C0005395
DOID:4140,biliary dyskinesia,UMLS_CUI:C0005416
DOID:4141,intraorbital meningioma,UMLS_CUI:C1334261
DOID:4143,orbital cancer,UMLS_CUI:C0029185|UMLS_CUI:C0153626
DOID:4147,gastrointestinal adenoma,UMLS_CUI:C0948101
DOID:4148,gastrointestinal neuroendocrine benign tumor,UMLS_CUI:C1333799
DOID:4151,skull base chordoma,UMLS_CUI:C1335975
DOID:4152,chondroid chordoma,UMLS_CUI:C1266173
DOID:4154,dentinogenesis imperfecta,UMLS_CUI:C0011436
DOID:4156,primary syphilis,UMLS_CUI:C0153139
DOID:4157,secondary syphilis,UMLS_CUI:C0149985
DOID:4159,skin cancer,UMLS_CUI:C0007114
DOID:4160,differentiating neuroblastoma,UMLS_CUI:C1511934
DOID:4163,ganglioneuroblastoma,UMLS_CUI:C0206718
DOID:4164,cerebral neuroblastoma,UMLS_CUI:C0559458
DOID:4166,syphilis,UMLS_CUI:C0007939
DOID:417,autoimmune disease,UMLS_CUI:C0003089
DOID:4175,Rh isoimmunization,UMLS_CUI:C0035404
DOID:4176,blood group incompatibility,UMLS_CUI:C0005806
DOID:418,systemic scleroderma,UMLS_CUI:C0036421
DOID:4183,pseudopseudohypoparathyroidism,UMLS_CUI:C0033835
DOID:4184,pseudohypoparathyroidism,UMLS_CUI:C0033806
DOID:4186,articulation disorder,UMLS_CUI:C0003910
DOID:4188,echolalia,UMLS_CUI:C0013528
DOID:4189,mutism,UMLS_CUI:C0026884
DOID:419,scleroderma,UMLS_CUI:C0011644
DOID:4193,intracranial thrombosis,UMLS_CUI:C0079102|UMLS_CUI:C0752143
DOID:4194,glucose metabolism disease,UMLS_CUI:C1257958
DOID:4195,hyperglycemia,UMLS_CUI:C0020456
DOID:4196,femoral neuropathy,UMLS_CUI:C0751931
DOID:420,hypertrichosis,UMLS_CUI:C0020555
DOID:4201,peroneal neuropathy,UMLS_CUI:C0747533
DOID:4202,brain stem glioma,UMLS_CUI:C0677865
DOID:4203,brain stem cancer,UMLS_CUI:C0153641|UMLS_CUI:C0677866|UMLS_CUI:C0751886|UMLS_CUI:C1332192
DOID:4205,cerebellum cancer,UMLS_CUI:C0007762|UMLS_CUI:C0153640
DOID:4206,childhood brain stem neoplasm,UMLS_CUI:C1332951
DOID:4207,childhood infratentorial neoplasm,UMLS_CUI:C1332973
DOID:4209,brainstem intraparenchymal clear cell meningioma,UMLS_CUI:C1332612
DOID:421,hair disease,UMLS_CUI:C0018500
DOID:4210,clear cell meningioma,UMLS_CUI:C0431121
DOID:4211,posterior fossa meningioma,UMLS_CUI:C1565950
DOID:4217,malignant ovarian Brenner tumor,UMLS_CUI:C0334495
DOID:422,congenital structural myopathy,UMLS_CUI:C0752282
DOID:4223,pyoderma,UMLS_CUI:C0034212
DOID:4226,endometrial stromal sarcoma,UMLS_CUI:C0206630
DOID:4227,uterine corpus endometrial stromal sarcoma,UMLS_CUI:C1519849
DOID:423,myopathy,UMLS_CUI:C0026848
DOID:4230,smooth muscle cancer,UMLS_CUI:C1334620
DOID:4231,histiocytoma,UMLS_CUI:C1509147
DOID:4232,extraosseous Ewing sarcoma,UMLS_CUI:C1333514
DOID:4233,clear cell sarcoma,UMLS_CUI:C0206651|UMLS_CUI:C1332198
DOID:4235,spindle cell sarcoma,UMLS_CUI:C0205945
DOID:4236,carcinosarcoma,UMLS_CUI:C0007140|UMLS_CUI:C0206627|UMLS_CUI:C1334603
DOID:4239,alveolar soft part sarcoma,UMLS_CUI:C0206657|UMLS_CUI:C0279544|UMLS_CUI:C0279985
DOID:424,pulmonary immaturity,UMLS_CUI:C0270163
DOID:4242,kidney sarcoma,UMLS_CUI:C0346251
DOID:4247,coronary restenosis,UMLS_CUI:C0948480
DOID:4248,coronary stenosis,UMLS_CUI:C0242231
DOID:4249,Gerstmann-Straussler-Scheinker syndrome,UMLS_CUI:C0017495
DOID:4250,conjunctivochalasis,UMLS_CUI:C0878693
DOID:4251,conjunctival disease,UMLS_CUI:C0009759
DOID:4252,Alexander disease,UMLS_CUI:C0270726
DOID:4253,melorheostosis,UMLS_CUI:C0025239
DOID:4254,osteosclerosis,UMLS_CUI:C0029464
DOID:4257,Caffey disease,UMLS_CUI:C0020497
DOID:4258,Weissenbacher-Zweymuller syndrome,UMLS_CUI:C0031900
DOID:4260,gait apraxia,UMLS_CUI:C1510417
DOID:4265,angiomyoma,UMLS_CUI:C0206653
DOID:4266,intravascular angioleiomyoma,UMLS_CUI:C1334267
DOID:4267,akinetic mutism,UMLS_CUI:C0001889
DOID:4270,encephalitozoonosis,UMLS_CUI:C0085412
DOID:4271,microsporidiosis,UMLS_CUI:C0085407
DOID:4277,penis basal cell carcinoma,UMLS_CUI:C1518949
DOID:4278,scrotum basal cell carcinoma,UMLS_CUI:C1335934
DOID:4280,nodular basal cell carcinoma,UMLS_CUI:C1304300
DOID:4283,anal margin basal cell carcinoma,UMLS_CUI:C1332269
DOID:4284,anal margin carcinoma,UMLS_CUI:C0349534
DOID:4287,external ear basal cell carcinoma,UMLS_CUI:C1333491
DOID:4288,external ear carcinoma,UMLS_CUI:C1333492
DOID:429,gynatresia,UMLS_CUI:C0018414
DOID:4290,adamantinoid basal cell epithelioma,UMLS_CUI:C1304295
DOID:4291,fibroepithelial basal cell carcinoma,UMLS_CUI:C0346013
DOID:4292,morpheaform basal cell carcinoma,UMLS_CUI:C0555191
DOID:4293,clear cell basal cell carcinoma,UMLS_CUI:C1516599
DOID:4297,scimitar syndrome,UMLS_CUI:C0036400
DOID:4300,superficial basal cell carcinoma,UMLS_CUI:C0334256
DOID:4301,vulva basal cell carcinoma,UMLS_CUI:C1336977
DOID:4303,sarcomatoid basal cell carcinoma,UMLS_CUI:C1519182
DOID:4304,signet ring basal cell carcinoma,UMLS_CUI:C1519320
DOID:4305,bone giant cell tumor,UMLS_CUI:C0206638
DOID:4306,radiculopathy,UMLS_CUI:C0700594
DOID:4307,polyradiculopathy,UMLS_CUI:C0032586
DOID:4308,polyradiculoneuropathy,UMLS_CUI:C0032587
DOID:431,myofascial pain syndrome,UMLS_CUI:C0027073
DOID:4310,smooth muscle tumor,UMLS_CUI:C0206658
DOID:4313,epidermolysis bullosa acquisita,UMLS_CUI:C0079293
DOID:4320,non-gestational choriocarcinoma,UMLS_CUI:C1135873
DOID:4321,large cell acanthoma,UMLS_CUI:C1334362
DOID:4322,pilar sheath acanthoma,UMLS_CUI:C0346005
DOID:4323,epidermolytic acanthoma,UMLS_CUI:C1333414
DOID:4324,acantholytic acanthoma,UMLS_CUI:C1301270
DOID:4325,Ebola hemorrhagic fever,UMLS_CUI:C0282687
DOID:4327,Marburg hemorrhagic fever,UMLS_CUI:C0024788
DOID:4329,Erdheim-Chester disease,UMLS_CUI:C0878675
DOID:4330,non-Langerhans-cell histiocytosis,UMLS_CUI:C0019624
DOID:4331,burning mouth syndrome,UMLS_CUI:C0006430
DOID:4333,parovarian cyst,UMLS_CUI:C0030584
DOID:4334,splenic manifestation of prolymphocytic leukemia,UMLS_CUI:C1336066
DOID:4336,tinea favosa,UMLS_CUI:C0040254
DOID:4337,tinea capitis,UMLS_CUI:C0011640
DOID:4346,variegate porphyria,UMLS_CUI:C0162532
DOID:4347,lymphocele,UMLS_CUI:C0024248
DOID:4352,ciliary body cancer,UMLS_CUI:C0339349|UMLS_CUI:C0496833
DOID:4353,ciliary body disease,UMLS_CUI:C0271100
DOID:4359,amelanotic melanoma,UMLS_CUI:C0206735
