id	name	ICD-10-CM	MeSH	OMIM	SNOMED CT	GTR
fanconi-anemia	Fanconi anemia	D61.09	D005199	227646,609644,610832,613390,614082,300514,227650,609054,227645,613951,609053,614083,600901,603467,605724	30575002	C3160738,C3469542,C1836861,C3150653,C3468041,C3469528,C0015625,C1845292,C3160739,C3469521,C3469529,C3469526,C1838457,C1836860,C1835817,C3469527
farber-lipogranulomatosis	Farber lipogranulomatosis	E75.29	D055577	228000	79935000	C0268255
farsightedness	Farsightedness	H52.02,H52.01,H52.0,H52.03,H52.00	D006956	238950	38101003	
fatty-acid-hydroxylase-associated-neurodegeneration	Fatty acid hydroxylase-associated neurodegeneration		D020271	612319	702419001	C3496228
fbxl4-related-encephalomyopathic-mitochondrial-dna-depletion-syndrome	FBXL4-related encephalomyopathic mitochondrial DNA depletion syndrome		D017237	615471		C3809592
feingold-syndrome	Feingold syndrome		D030342	614326,164280	702431004	C4551774,C3280489,C0796068
fg-syndrome	FG syndrome		D038901,D000015	300321,305450,300581,300406,300422	49984004	C1845119,C0220769,C1845546,C1845902
fibrochondrogenesis	Fibrochondrogenesis		D004392,D000015	614524,228520	17144009	C3281128,C3278138
fibrodysplasia-ossificans-progressiva	Fibrodysplasia ossificans progressiva	M61.132,M61.179,M61.17,M61.151,M61.11,M61.122,M61.162,M61.143,M61.129,M61.172,M61.169,M61.18,M61.146,M61.142,M61.13,M61.141,M61.121,M61.119,M61.144,M61.19,M61.161,M61.159,M61.1,M61.15,M61.177,M61.174,M61.131,M61.173,M61.175,M61.145,M61.112,M61.111,M61.171,M61.176,M61.10,M61.16,M61.152,M61.12,M61.139,M61.14,M61.178	D009221	135100	82725007	C0016037
fibromyalgia	Fibromyalgia	M79.7	D005356		203082005	
fibronectin-glomerulopathy	Fibronectin glomerulopathy	N07.5	D015432	137950,601894	236535001	C1866075
fish-eye-disease	Fish-eye disease		D007863	136120	238092004	C0342895
floating-harbor-syndrome	Floating-Harbor syndrome		D000015	136140	312214005	C0729582
focal-dermal-hypoplasia	Focal dermal hypoplasia		D005489	305600	2298005,205573006	C0016395
foxg1-syndrome	FOXG1 syndrome		D020271	613454	702450004	C3150705
foxp2-related-speech-and-language-disorder	FOXP2-related speech and language disorder		D001072	602081	229703009	C0750927
fragile-x-associated-primary-ovarian-insufficiency	Fragile X-associated primary ovarian insufficiency		D016649	311360	237788002	C4552079
fragile-x-associated-tremor-ataxia-syndrome	Fragile X-associated tremor/ataxia syndrome		D002526	300623	448045004	C1839780
fragile-xe-syndrome	Fragile XE syndrome		D038901	309548	254288000	C0751157
fragile-x-syndrome	Fragile X syndrome	Q99.2	D005600	309550	613003	C0016667
fraser-syndrome	Fraser syndrome		D058497	219000	204102004	C4551480
frasier-syndrome	Frasier syndrome		D052159	136680	445431000	C0950122
freeman-sheldon-syndrome	Freeman-Sheldon syndrome		D003394	193700	52616002	C0265224
friedreich-ataxia	Friedreich ataxia		D005621	229300	10394003	C1856689
frontometaphyseal-dysplasia	Frontometaphyseal dysplasia		D010009	305620,617137	62803002	C4310697,C4281559
frontonasal-dysplasia	Frontonasal dysplasia		D019465	613451,613456,136760	254005007,86610004	C3150703,C1876203,C3150706
frontotemporal-dementia-with-parkinsonism-17	Frontotemporal dementia with parkinsonism-17		D057180	600274	702429008	C0338451
fuchs-endothelial-dystrophy	Fuchs endothelial dystrophy	H18.51	D005642	136800,610158,613270,613269,613271,613268,615523,613267	193839007	C3809798,C2750448,C2750450,C1850959,C2750451
fucosidosis	Fucosidosis	E77.1	D005645	230000	399045007,64716005,61172008	C0016788
fukuyama-congenital-muscular-dystrophy	Fukuyama congenital muscular dystrophy		D009136	253800	111502003	C0410174
fumarase-deficiency	Fumarase deficiency		D008661	606812	124616002,237983002	C0342770
fundus-albipunctatus	Fundus albipunctatus	H35.52	D009755,D015785	136880	68222009	C0311338
gaba-transaminase-deficiency	GABA-transaminase deficiency		D020739	613163	237941007	C0342708
galactosemia	Galactosemia	E74.21	D005693	230400,230350,230200	124302001,190745006,8849004,124354006	C0268151,C0268155,C0016952,C0751161
galactosialidosis	Galactosialidosis		D020140	256540	35691006	C0268233
gastrointestinal-stromal-tumor	Gastrointestinal stromal tumor	C49.A2,C49.A9,C49.A,C49.A0,C49.A3,C49.A4,C49.A5,C49.A1	D046152	606764	420120006	C0238198
gaucher-disease	Gaucher disease	E75.22	D005776	231005,230800,231000,230900	12246008,190794006,870313002,62201009,5963005,192791009	C0268250,C1961835,C0268251,C1856476,C0017205
geleophysic-dysplasia	Geleophysic dysplasia		D009139,D017880	614185,231050	28557005	C3280054
generalized-arterial-calcification-of-infancy	Generalized arterial calcification of infancy		D061205	208000,614473	68926002	C3276161
generalized-pustular-psoriasis	Generalized pustular psoriasis	L40.1	D011565	616106,602723,614204	238612002	C0343055,C4015235
genetic-epilepsy-with-febrile-seizures-plus	Genetic epilepsy with febrile seizures plus		D004827,D003294	613863,604403,613060,616172,607681,604233	699688008	C1858673,C1858672,C3502809,CN120574,C1858674,C4015395
genitopatellar-syndrome	Genitopatellar syndrome		D014564,D008607,D000015	606170	702367005	C1853566
gestational-diabetes	Gestational diabetes	O24.41,O24.414,O24.434,Z86.32,O24.4,O24.430,O24.410,O24.43,O24.420,O24.425,O24.435,O24.439,O24.42,O24.429,O24.424,O24.419,O24.415	D016640	610582,610374,606176	472699005,11687002	C0085207
ghosal-hematodiaphyseal-dysplasia	Ghosal hematodiaphyseal dysplasia		D010009	231095	389214003	C1856465
giant-axonal-neuropathy	Giant axonal neuropathy		D056768	256850	128207002	C1850386
giant-congenital-melanocytic-nevus	Giant congenital melanocytic nevus	D22	D009508	137550	254815002	C1842036
gilbert-syndrome	Gilbert syndrome	E80.4	D005878	143500	27503000	C0017551
gillespie-syndrome	Gillespie syndrome		D015783	206700	253176002	C0431401
gitelman-syndrome	Gitelman syndrome		D053579	263800	707756004	C0268450
glanzmann-thrombasthenia	Glanzmann thrombasthenia	D69.1	D013915	273800	32942005	C0040015
globozoospermia	Globozoospermia		D000072660	613958	236818008	C0403825
glucose-6-phosphate-dehydrogenase-deficiency	Glucose-6-phosphate dehydrogenase deficiency	D55.0	D005955	305900	124134002,62403005	C2720289
glucose-galactose-malabsorption	Glucose-galactose malabsorption		D008286	606824	27943000,190749000	C0268186
glucose-phosphate-isomerase-deficiency	Glucose phosphate isomerase deficiency		D000745	613470	234404008,124669001,52413004	C3150730
glut1-deficiency-syndrome	GLUT1 deficiency syndrome		D020739	606777	445252005	C1847501
glutamate-formiminotransferase-deficiency	Glutamate formiminotransferase deficiency		D008661	229100	59761008	C0268609
glutaric-acidemia-type-i	Glutaric acidemia type I		D000592	231670	76175005	C0268595
glutaric-acidemia-type-ii	Glutaric acidemia type II	E71.313	D054069	231680	22886006	C0268596
glutathione-synthetase-deficiency	Glutathione synthetase deficiency		D008661	231900,266130	124706000,39112005,234589002	C0398746,C1856399
glycogen-storage-disease-type-0	Glycogen storage disease type 0	E74.09	D006008	240600,611556	237964009	C1969054,C1855861
glycogen-storage-disease-type-i	Glycogen storage disease type I	E74.01	D005953	232220,232200	124437004,444707001,30102006,7265005	C0268146,C2919796,C0017920
glycogen-storage-disease-type-iii	Glycogen storage disease type III	E74.03	D006010	232400	66937008	C0017922
glycogen-storage-disease-type-iv	Glycogen storage disease type IV	E74.09	D006011	232500	124267007,11179002	C0017923
glycogen-storage-disease-type-ix	Glycogen storage disease type IX		D006008	300559,613027,261750,306000	235908005,860860004	C1845151,C0543514,C2751643,C3694531
glycogen-storage-disease-type-v	Glycogen storage disease type V	E74.04	D006012	232600	55912009	C0017924
glycogen-storage-disease-type-vi	Glycogen storage disease type VI	E74.09	D006013	232700	29291001	C0017925
glycogen-storage-disease-type-vii	Glycogen storage disease type VII		D006014	232800	89597008	C0017926
glycoprotein-vi-deficiency	Glycoprotein VI deficiency		D025861	614201	234470000	C3280120
gm1-gangliosidosis	GM1 gangliosidosis	E75.19	D016537	230600,230650,230500	238027003,18756002,238025006,238026007,124465002	C0085131,C0268272,C0268273,C0268271
gm2-gangliosidosis-ab-variant	GM2-gangliosidosis, AB variant		D049290	272750	71253000	C0268275
gm3-synthase-deficiency	GM3 synthase deficiency		D004827	609056	722762005	C1836824
gnathodiaphyseal-dysplasia	Gnathodiaphyseal dysplasia		D010009	166260	715568002	C1833736
gordon-holmes-syndrome	Gordon Holmes syndrome		D002526,D007006	212840	230240004	C1859305
gorlin-chaudhry-moss-syndrome	Gorlin-Chaudhry-Moss syndrome		D006983,D003398	612289	205800003	C2676780
gorlin-syndrome	Gorlin syndrome		D001478	109400	69408002	C0004779
gout	Gout	M10.9	D006073	612076,138900	90560007	
gracile-syndrome	GRACILE syndrome		D008661	603358	703388005	C1864002
grange-syndrome	Grange syndrome		D006330,D001157	602531	717824007	C1865267
granulomatosis-with-polyangiitis	Granulomatosis with polyangiitis	M31.30,M31.3,M31.31	D014890	608710	195353004	
graves-disease	Graves' disease	E05.0,E05.01,E05.00	D006111	300351,603388,275000	353295004	C1848795
gray-platelet-syndrome	Gray platelet syndrome	D69.1	D055652	139090	51720005	C0272302
greenberg-dysplasia	Greenberg dysplasia		D010009	215140	389261002	C2931048
greig-cephalopolysyndactyly-syndrome	Greig cephalopolysyndactyly syndrome		D017689	175700	32985001	C0265306
grin2b-related-neurodevelopmental-disorder	GRIN2B-related neurodevelopmental disorder		D008607,D001927	616139,613970		C4015316,C3151411
griscelli-syndrome	Griscelli syndrome		D017496	609227,607624,256710,214450	37548006	C1836573,C1868679,C1859194
grn-related-frontotemporal-lobar-degeneration	GRN-related frontotemporal lobar degeneration		D057180	607485	702426001	C1843792
guanidinoacetate-methyltransferase-deficiency	Guanidinoacetate methyltransferase deficiency		D008661	612736	124239003	C0574080
guillain-barre-syndrome	Guillain-Barré syndrome	G65.0,G61.0	D020275	139393	40956001	C4083008
gyrate-atrophy-of-the-choroid-and-retina	Gyrate atrophy of the choroid and retina	H31.23	D015799	258870	314467007	C0599035
hailey-hailey-disease	Hailey-Hailey disease		D016506	169600	79468000	C0085106
hajdu-cheney-syndrome	Hajdu-Cheney syndrome		D031845	102500	63122002	C0917715
hand-foot-genital-syndrome	Hand-foot-genital syndrome		D005532,D014564,D006228	140000	702425002	C1841679
harlequin-ichthyosis	Harlequin ichthyosis	Q80.4	D016113	242500	205548006,268245001	C0598226
hartnup-disease	Hartnup disease	E72.02	D006250	234500	80902009	C0018609
hartsfield-syndrome	Hartsfield syndrome		D006228,D016142	615465		C1845146
hashimotos-disease	Hashimoto's disease	E06.3	D050031	140300	21983002	C0677607
head-and-neck-squamous-cell-carcinoma	Head and neck squamous cell carcinoma		D006258,D002294	275355	408649007,419842002,405822008	C1168401
hemophilia	Hemophilia	M36.2,Z14.02,D67,D68.311,Z14.01,D66	D002836,D006467	306700,306900	41788008,90935002	C0008533,CN043453,C0019069,C0684275
hennekam-syndrome	Hennekam syndrome		D008201	616006,235510	234146006	C4012050,C4014939
hepatic-lipase-deficiency	Hepatic lipase deficiency		D008052	614025	720940008	C3151466
hepatic-veno-occlusive-disease-with-immunodeficiency	Hepatic veno-occlusive disease with immunodeficiency	K76.5	D006504	235550	65617004	C1856128
hereditary-angioedema	Hereditary angioedema		D054179	610618,106100	846575004,82966003	C0019243,C0398776,C1857728
hereditary-angiopathy-with-nephropathy-aneurysms-and-muscle-cramps-syndrome	Hereditary angiopathy with nephropathy, aneurysms, and muscle cramps syndrome		D002561	611773	702428000	C2673195
hereditary-antithrombin-deficiency	Hereditary antithrombin deficiency		D020152	107300	439699000,36351005	C0272375
hereditary-cerebral-amyloid-angiopathy	Hereditary cerebral amyloid angiopathy	I68.0	D028243	176500,117300,605714,105150	230724001,56453003,45639009,703220002,237867001	C0085220,C1861735,C1527338,C2751536
hereditary-diffuse-gastric-cancer	Hereditary diffuse gastric cancer		D013274	137215	716859000	C1708349
hereditary-fibrosing-poikiloderma-with-tendon-contractures-myopathy-and-pulmonary-fibrosis	Hereditary fibrosing poikiloderma with tendon contractures, myopathy, and pulmonary fibrosis		D012873	615704	402769003	C3810325
hereditary-folate-malabsorption	Hereditary folate malabsorption		D008286	229050	62578003	C0342705
hereditary-fructose-intolerance	Hereditary fructose intolerance	E74.12	D005633	229600	20052008	C0016751
hereditary-hemochromatosis	Hereditary hemochromatosis	E83.110,E83.119,E83.118,E83.11	D006432	613313,606069,604250,602390,235200	50855007,838361004,399144008,35400008,6160004,399170009,399126000	C0392514
hereditary-hemorrhagic-telangiectasia	Hereditary hemorrhagic telangiectasia	I78.0	D013683	600376,187300,175050,601101,610655	21877004	C1832774,C4551861,C1838163,C1832942
hereditary-hyperekplexia	Hereditary hyperekplexia	G25.82	D016750	614618,614619,149400	724351008	C3553288,C0234166,C3553291,C4551954
hereditary-hypophosphatemic-rickets	Hereditary hypophosphatemic rickets	E83.31	D053098	193100,300554,613312,241530,241520,307800	82236004,90505000,237889002,237891005,4996001	C1853271,C0342642,C2750078,C4551495,C0733682
hereditary-leiomyomatosis-and-renal-cell-cancer	Hereditary leiomyomatosis and renal cell cancer		D009386	150800	404043000	C1708350
hereditary-multiple-osteochondromas	Hereditary multiple osteochondromas	Q78.6	D005097	133700,133701	254044004	C0015306,C1851413
hereditary-myopathy-with-early-respiratory-failure	Hereditary myopathy with early respiratory failure		D009135,D012131	603689	702373006	C1863599
hereditary-neuralgic-amyotrophy	Hereditary neuralgic amyotrophy	G54.5	D020968	162100	26609002	C1834304
hereditary-neuropathy-with-liability-to-pressure-palsies	Hereditary neuropathy with liability to pressure palsies		D015417,D006211	162500	230558006	C0393814
hereditary-pancreatitis	Hereditary pancreatitis	K86.1	D050500	167800	235956004,235949005,68072000	C0238339
hereditary-paraganglioma-pheochromocytoma	Hereditary paraganglioma-pheochromocytoma		D010235	614165,115310,605373,168000,601650	716857003	C1866552,C3279992,C1861848,C1868633,C1854336
hereditary-sensory-and-autonomic-neuropathy-type-ie	Hereditary sensory and autonomic neuropathy type IE		D009477	614116	397734008	C3279885
hereditary-sensory-and-autonomic-neuropathy-type-ii	Hereditary sensory and autonomic neuropathy type II		D009477	613115,201300	860809000,398148000,860810005	C2752089,C2751092
hereditary-sensory-and-autonomic-neuropathy-type-v	Hereditary sensory and autonomic neuropathy type V		D009477	608654	128206006	C0020075
hereditary-sensory-neuropathy-type-ia	Hereditary sensory neuropathy type IA	G60.8	D009477	162400	397734008	C0020071
hereditary-spherocytosis	Hereditary spherocytosis	D58.0	D013103	182870,612690,182900,270970,612653	55995005	C2674219,C0037889,C2678338,C2675212,C2675192
hereditary-xanthinuria	Hereditary xanthinuria		D008661	603592,278300	124147007,836343001,29692004,72682008,54627004	C0268118,C1863688
hermansky-pudlak-syndrome	Hermansky-Pudlak syndrome	E70.331	D022861	203300	9311003	C2931875,C0079504
heterotaxy-syndrome	Heterotaxy syndrome	Q89.3	D059446	605376,614779,606325,270100,613751,306955,208530,606217	8641000119101,14821001	C3553676,C3151057,C3178805,C1853509,C1844020,C3495537,C1415817
hidradenitis-suppurativa	Hidradenitis suppurativa	L73.2	D017497	142690,613736,613737	59393003	C1840560
hirschsprung-disease	Hirschsprung disease	Q43.1	D006627	613711,142623,613712,600155	204739008,253780003	C3888239,C1838564,C3150974,C3150975
histidinemia	Histidinemia	E70.41	D000592	235800	124628005,410058007	C0220992
histiocytosis-lymphadenopathy-plus-syndrome	Histiocytosis-lymphadenopathy plus syndrome		D015614	602782	711159002	C1864445
hivep2-related-intellectual-disability	HIVEP2-related intellectual disability		D008607	616977		C4310771
holocarboxylase-synthetase-deficiency	Holocarboxylase synthetase deficiency	D81.818	D028922	253270	15307001	C0268581
holt-oram-syndrome	Holt-Oram syndrome		D006330,D038062	142900	19092004	C0265264
homocystinuria	Homocystinuria	E72.12,E72.11	D006712	236200,236250,250940,236270,277410	11282001,24308003,28093001,360373000	C1856058,C1848553,C0751202,C0019880
horizontal-gaze-palsy-with-progressive-scoliosis	Horizontal gaze palsy with progressive scoliosis		D012600,D015785	607313	702381007	C4551964
hsd10-disease	HSD10 disease		D028361	300438	791000124107,801000124108	C3266731
huntingtons-disease	Huntington's disease	G10	D006816	143100	230299004,58756001,230300007	C0751208,C0020179
huntingtons-disease-like-syndrome	Huntington's disease-like syndrome		D006816,D020271	604802,606438,607136,603218	702376003	C1864112,C1846707,C1847987
hutchinson-gilford-progeria-syndrome	Hutchinson-Gilford progeria syndrome		D011371	176670	238870004	C0033300,C2750285
hyaline-fibromatosis-syndrome	Hyaline fibromatosis syndrome		D057770	228600	238861002,238867003	C2745948
hyperferritinemia-cataract-syndrome	Hyperferritinemia-cataract syndrome		D019189	600886	702398007	C1833213
hyperkalemic-periodic-paralysis	Hyperkalemic periodic paralysis	G72.3	D020513	170500	304737009	C0238357
hyperlysinemia	Hyperlysinemia	E72.3	D020167	268700,238700	341536001,342553006,111397004,66002008,340519003,58558003	C0268553,C0268556
hypermanganesemia-with-dystonia	Hypermanganesemia with dystonia		D008664	617013,613280	702377007	C4310765
hypermethioninemia	Hypermethioninemia		D000592	250850,613752,606664	124283007,43123004	C0268621,C3151058,C1847720
hyperparathyroidism-jaw-tumor-syndrome	Hyperparathyroidism-jaw tumor syndrome		D049950	145001	702378002	C1704981
hyperphosphatemic-familial-tumoral-calcinosis	Hyperphosphatemic familial tumoral calcinosis		D054559	617994,617993,211900	860796007,20165001,61778004	C4693864,C4693863,C4692564
hyperprolinemia	Hyperprolinemia		D000592	239510,239500	59655002	C0268529,C2931835
hypertension	Hypertension	I10	D000075222	608742,610262,607329,610261,610948,604329,611014,145500,603918	38341003,59621000	C0085580
hypochondrogenesis	Hypochondrogenesis	Q77.0	D003095,D010009	200610	205483007,254061001	C0542428,C0220685
hypochondroplasia	Hypochondroplasia	Q77.4	D004392	146000	205468002	C0410529
hypochromic-microcytic-anemia-with-iron-overload	Hypochromic microcytic anemia with iron overload		D000747	206100	711161006	C3806153
hypohidrotic-ectodermal-dysplasia	Hypohidrotic ectodermal dysplasia	Q82.4	D053359,D053358,D053360	305100,614941,224900,129490,614940	27025001,7731005,239007005	C0162359,C3887494,C3888065
hypokalemic-periodic-paralysis	Hypokalemic periodic paralysis	G72.3	D020514	170400,613345	82732003	C2750061,C0238358,C3714580
hypomagnesemia-with-secondary-hypocalcemia	Hypomagnesemia with secondary hypocalcemia		D006996	602014	711151004	C1865974
hypomyelination-and-congenital-cataract	Hypomyelination and congenital cataract		D020279	610532	702379005	C1864663
hypomyelination-with-brainstem-and-spinal-cord-involvement-and-leg-spasticity	Hypomyelination with brainstem and spinal cord involvement and leg spasticity		D056784	615281		C4755254
hypophosphatasia	Hypophosphatasia		D007014	241510,241500,146300	190859005,360792001,30174008,20756002,55236002	C0020630,C0268412,C0268413,C0220743
hystrix-like-ichthyosis-with-deafness	Hystrix-like ichthyosis with deafness		D007057	602540	254173004	C1865234
ichthyosis-with-confetti	Ichthyosis with confetti		D016113	609165	703504006	C1836681
idiopathic-infantile-hypercalcemia	Idiopathic infantile hypercalcemia		D006934	143880,616963	34225008	C4329374
idiopathic-inflammatory-myopathy	Idiopathic inflammatory myopathy		D009220	147421,160750	702380008	C0027121,C0238190
idiopathic-pulmonary-fibrosis	Idiopathic pulmonary fibrosis	J84.112,J84.116,J84.10,J84.117,J84.113,J84.11,J84.111,J84.115,J84.114	D054990	178500	700250006,426437004	C1800706
imerslund-grasbeck-syndrome	Imerslund-Gräsbeck syndrome		D000749	261100	26333003	C4016819
immune-dysregulation-polyendocrinopathy-enteropathy-x-linked-syndrome	Immune dysregulation, polyendocrinopathy, enteropathy, X-linked syndrome		D040181	304790	237618001	C0342288
inclusion-body-myopathy-2	Inclusion body myopathy 2		D018979	605820	702382000	C1853926
inclusion-body-myopathy-with-early-onset-paget-disease-and-frontotemporal-dementia	Inclusion body myopathy with early-onset Paget disease and frontotemporal dementia		D010001,D057180,D018979	615424,615422,167320	703544004	C1833662
incontinentia-pigmenti	Incontinentia pigmenti	Q82.3	D007184	308300	367520004	C0021171
infantile-neuroaxonal-dystrophy	Infantile neuroaxonal dystrophy		D019150	256600	230365004,52713000	C0270724
infantile-onset-ascending-hereditary-spastic-paralysis	Infantile-onset ascending hereditary spastic paralysis		D015419,D010264	607225	703543005	C2931441,C0037773
infantile-onset-spinocerebellar-ataxia	Infantile-onset spinocerebellar ataxia		D020754	271245	129609000	C1849096
inherited-thyroxine-binding-globulin-deficiency	Inherited thyroxine-binding globulin deficiency		D013959	314200	41300001,2241003	C1839141
intervertebral-disc-disease	Intervertebral disc disease	M50.9,M51.3,M51,M51.8,M50.3	D055959	603932	77547008	C0158252
intestinal-pseudo-obstruction	Intestinal pseudo-obstruction	K56.0	D007418	243180,277320,243185,609629,300048	55525008,715201005,235825006	C1864996,C1855733,C2746068
intrahepatic-cholestasis-of-pregnancy	Intrahepatic cholestasis of pregnancy		D002780	147480	235888006	C3549845
intranuclear-rod-myopathy	Intranuclear rod myopathy		D017696	161800	129621001	C3711389
intrauterine-growth-restriction-metaphyseal-dysplasia-adrenal-hypoplasia-congenita-and-genital-anomalies	Intrauterine growth restriction, metaphyseal dysplasia, adrenal hypoplasia congenita, and genital anomalies		D000015	614732	702384004	C1846009
irak-4-deficiency	IRAK-4 deficiency		D007153	607676	699869003	C1843256
iron-refractory-iron-deficiency-anemia	Iron-refractory iron deficiency anemia		D018798	206200	722005000	C0085576
isobutyryl-coa-dehydrogenase-deficiency	Isobutyryl-CoA dehydrogenase deficiency		D000592	611283	445274004	C1969809
isolated-congenital-asplenia	Isolated congenital asplenia	Q89.01	D013158	271400	726708009	C0685889
isolated-duane-retraction-syndrome	Isolated Duane retraction syndrome	H50.811,H50.812,H50.81	D004370	604356	60318001	C0013261,C0751083,C0994516
isolated-ectopia-lentis	Isolated ectopia lentis	H27.119,H27.11,H27.112,H27.111,H27.113	D004479	129600,225100	74969002,65814009	C3541518,C3541474
isolated-growth-hormone-deficiency	Isolated growth hormone deficiency	D80.0,E23.0	D004393	173100,612781,307200,262400	7990002,2109003,18200000,234533006,237687003	C0271567,C2748571,C0472813,C0342573
isolated-hyperchlorhidrosis	Isolated hyperchlorhidrosis		D014883	143860	709413001	
isolated-hyperckemia	Isolated hyperCKemia		D009135	123320	432352001	CN043575
isolated-lissencephaly-sequence	Isolated lissencephaly sequence	Q04.3	D054221	300067,607432,611603	253147000,715780008	C4551968,C1969029,C0431375
isolated-pierre-robin-sequence	Isolated Pierre Robin sequence		D010855	261800	4602007	C0031900
isolated-sulfite-oxidase-deficiency	Isolated sulfite oxidase deficiency		D000592	272300	40873003,715980003	
isovaleric-acidemia	Isovaleric acidemia	E71.110	D000592	243500	87827003	C0268575
jackson-weiss-syndrome	Jackson-Weiss syndrome		D003398	123150	709105005	C0795998
jacobsen-syndrome	Jacobsen syndrome		D054868	147791	4325000	C0795841
jak3-deficient-severe-combined-immunodeficiency	JAK3-deficient severe combined immunodeficiency		D016511	600802	718107000	C1833275
jervell-and-lange-nielsen-syndrome	Jervell and Lange-Nielsen syndrome	I45.81	D029593	612347,220400	373905003	C4551509,C2676723,C0022387
joubert-syndrome	Joubert syndrome		D000015	300804,612285,614424,608629,616784,614970,610688,609583,611560,614464,615665,617121,608091,616781,614815,612291,614615,614465,213300,615636,616654,610188,616490,614173,617120,614844	253175003	C0431399
junctional-epidermolysis-bullosa	Junctional epidermolysis bullosa	Q81.8	D016109	226650,226700	400140006,399971009,33662006,79855003	C0079301,C0268374,C0079683
juvenile-idiopathic-arthritis	Juvenile idiopathic arthritis	M08.97,M08.952,M08.061,M08.059,M08.91,M08.239,M08.44,M08.031,M08.831,M08.271,M08.072,M08.459,M08.931,M08.261,M08.221,M08.851,M08.42,M08.069,M08.861,M08.88,M08.051,M08.021,M08.049,M08.839,M08.471,M08.011,M08.21,M08.819,M08.251,M08.25,M08.962,M08.421,M08.959,M08.039,M08.412,M08.89,M08.922,M08.249,M08.95,M08.46,M08.019,M08.2,M08.3,M08.029,M08.429,M08.84,M08.20,M08.86,M08.869,M08.921,M08.241,M08.00,M08.24,M08.969,M08.932,M08.99,M08.06,M08.26,M08.062,M08.40,M08.07,M08.83,M08.02,M08.229,M08.911,M08.48,M08.469,M08.262,M08.822,M08.43,M08.411,M08.4,M08.09,M08.939,M08.012,M08.92,M08.96,M08.05,M08.08,M08.269,M08.452,M08.222,M08.03,M08.219,M08.071,M08.451,M08.01,M08.829,M08.879,M08.912,M08.442,M08.82,M08.80,M08.971,M08.272,M08.449,M08.462,M08.811,M08.47,M08.231,M08.85,M08.849,M08.419,M08.441,M08.94,M08.872,M08.232,M08.842,M08.28,M08.041,M08.461,M08.961,M08.812,M08.8,M08.859,M08.862,M08.942,M08.23,M08.929,M08,M08.919,M08.279,M08.951,M08.852,M08.27,M08.98,M08.022,M08.431,M08.479,M08.22,M08.93,M08.821,M08.45,M08.941,M08.979,M08.972,M08.211,M08.252,M08.04,M08.079,M08.052,M08.439,M08.472,M08.87,M08.949,M08.432,M08.9,M08.422,M08.841,M08.042,M08.032,M08.242,M08.832,M08.81,M08.212,M08.259,M08.90,M08.29,M08.0,M08.871,M08.41	D001171	604302	201796004,239796000,410502007	C1858558
juvenile-myoclonic-epilepsy	Juvenile myoclonic epilepsy	G40.B19,G40.B01,G40.B11,G40.B09	D020190	607628,254770,613060,614280,607682,611136	6204001	C2751603,C2750887,C2750893,C4013473,C0270853
juvenile-paget-disease	Juvenile Paget disease		D010001	239000	9723006	C0268414
juvenile-polyposis-syndrome	Juvenile polyposis syndrome	D12.6	D044483	174900	9273005	C0345893
juvenile-primary-lateral-sclerosis	Juvenile primary lateral sclerosis		D016472	606353	717964007	C1853396
juvenile-primary-osteoporosis	Juvenile primary osteoporosis		D010024		240156000	C1866079
kabuki-syndrome	Kabuki syndrome		D000015	147920,300867	313426007	CN030661,C3275495
kallmann-syndrome	Kallmann syndrome		D017436	308700,610628,308750,244200,147950	93559003	C3552574,C3552343,C1563719,C3550478,C3552553,C1563720,C0162809
kaufman-oculocerebrofacial-syndrome	Kaufman oculocerebrofacial syndrome		D000015	244450	722056009	C1855663
kawasaki-disease	Kawasaki disease	M30.3	D009080	611775	75053002	C0026691
kbg-syndrome	KBG syndrome		D000015	148050	711156009	C0220687
kcnb1-encephalopathy	KCNB1 encephalopathy		D001927	616056		C4015119
kcnk9-imprinting-syndrome	KCNK9 imprinting syndrome		D008607	612292		C2676770
kearns-sayre-syndrome	Kearns-Sayre syndrome	H49.812,H49.811,H49.813,H49.819,H49.81	D007625	530000	25792000	C0022541
keratitis-ichthyosis-deafness-syndrome	Keratitis-ichthyosis-deafness syndrome		D007634	242150,148210	239059004,403780007	C1275089,C0265336
keratoconus	Keratoconus	H18.6	D007640	609271,614623,614628,614622,608932,148300,614629,608586	65636009	C1835677
keratoderma-with-woolly-hair	Keratoderma with woolly hair		D009202,D007645,D006201	615821,601214,610476,616099,605676	52564001	C4015202,C1864850,C4014393,C1832600
kidney-stones	Kidney stones	N20.0	D007669	167030	95570007	CN580796
kindler-epidermolysis-bullosa	Kindler epidermolysis bullosa		D004820	173650	238836000	C0406557
kleefstra-syndrome	Kleefstra syndrome		D025063	610253	724207001	C0795833
klinefelter-syndrome	Klinefelter syndrome	Q98.1,Q98.4,Q98.0	D007713		405769009,22053006,205700008	C0022735
klippel-feil-syndrome	Klippel-Feil syndrome	Q76.1	D007714	613702,118100,214300	5601008	C1859209,C1861689,C0022738,C3150967
klippel-trenaunay-syndrome	Klippel-Trenaunay syndrome		D007715	149000	721105004	C0022739
kniest-dysplasia	Kniest dysplasia		D003095,D010009	156550	53974002	C0265279
knobloch-syndrome	Knobloch syndrome		D012164	267750	703542000	C4551775
koolen-de-vries-syndrome	Koolen-de Vries syndrome		D025063	610443	717338006	C1864871
