name	ghr-page	reviewed	published
Familial hypertrophic cardiomyopathy	https://medlineplus.gov/genetics/condition/familial-hypertrophic-cardiomyopathy	2015-08	2023-01-18
Familial hypobetalipoproteinemia	https://medlineplus.gov/genetics/condition/familial-hypobetalipoproteinemia	2012-08	2021-05-18
Familial isolated hyperparathyroidism	https://medlineplus.gov/genetics/condition/familial-isolated-hyperparathyroidism	2012-08	2020-08-18
Familial isolated pituitary adenoma	https://medlineplus.gov/genetics/condition/familial-isolated-pituitary-adenoma	2013-08	2020-08-18
Familial lipoprotein lipase deficiency	https://medlineplus.gov/genetics/condition/familial-lipoprotein-lipase-deficiency	2015-02	2020-08-18
Familial male-limited precocious puberty	https://medlineplus.gov/genetics/condition/familial-male-limited-precocious-puberty	2012-08	2022-08-01
Familial osteochondritis dissecans	https://medlineplus.gov/genetics/condition/familial-osteochondritis-dissecans	2012-10	2023-03-21
Familial paroxysmal kinesigenic dyskinesia	https://medlineplus.gov/genetics/condition/familial-paroxysmal-kinesigenic-dyskinesia	2022-02	2022-02-11
Familial paroxysmal nonkinesigenic dyskinesia	https://medlineplus.gov/genetics/condition/familial-paroxysmal-nonkinesigenic-dyskinesia	2017-08	2020-08-18
Familial partial lipodystrophy	https://medlineplus.gov/genetics/condition/familial-partial-lipodystrophy	2016-09	2023-08-22
Familial pityriasis rubra pilaris	https://medlineplus.gov/genetics/condition/familial-pityriasis-rubra-pilaris	2013-03	2020-08-18
Familial porencephaly	https://medlineplus.gov/genetics/condition/familial-porencephaly	2011-09	2020-08-18
Familial restrictive cardiomyopathy	https://medlineplus.gov/genetics/condition/familial-restrictive-cardiomyopathy	2019-07	2020-08-18
Familial thoracic aortic aneurysm and dissection	https://medlineplus.gov/genetics/condition/familial-thoracic-aortic-aneurysm-and-dissection	2015-01	2023-08-22
Fanconi anemia	https://medlineplus.gov/genetics/condition/fanconi-anemia	2012-01	2020-09-28
Farber lipogranulomatosis	https://medlineplus.gov/genetics/condition/farber-lipogranulomatosis	2022-05	2022-05-23
Farsightedness	https://medlineplus.gov/genetics/condition/farsightedness	2018-09	2020-08-18
Fatty acid hydroxylase-associated neurodegeneration	https://medlineplus.gov/genetics/condition/fatty-acid-hydroxylase-associated-neurodegeneration	2019-07	2020-08-18
Feingold syndrome	https://medlineplus.gov/genetics/condition/feingold-syndrome	2018-06	2020-09-08
Fibrochondrogenesis	https://medlineplus.gov/genetics/condition/fibrochondrogenesis	2016-04	2020-08-18
Fibrodysplasia ossificans progressiva	https://medlineplus.gov/genetics/condition/fibrodysplasia-ossificans-progressiva	2019-10	2022-07-15
Fibromyalgia	https://medlineplus.gov/genetics/condition/fibromyalgia	2018-06	2020-09-18
Fibronectin glomerulopathy	https://medlineplus.gov/genetics/condition/fibronectin-glomerulopathy	2015-04	2020-08-18
Fish-eye disease	https://medlineplus.gov/genetics/condition/fish-eye-disease	2013-08	2020-08-18
Floating-Harbor syndrome	https://medlineplus.gov/genetics/condition/floating-harbor-syndrome	2012-12	2020-08-18
Focal dermal hypoplasia	https://medlineplus.gov/genetics/condition/focal-dermal-hypoplasia	2014-07	2020-08-18
Fragile X syndrome	https://medlineplus.gov/genetics/condition/fragile-x-syndrome	2020-04	2020-08-18
Fragile X-associated primary ovarian insufficiency	https://medlineplus.gov/genetics/condition/fragile-x-associated-primary-ovarian-insufficiency	2020-04	2023-03-21
Fragile X-associated tremor/ataxia syndrome	https://medlineplus.gov/genetics/condition/fragile-x-associated-tremor-ataxia-syndrome	2020-04	2023-03-21
Fragile XE syndrome	https://medlineplus.gov/genetics/condition/fragile-xe-syndrome	2014-01	2020-08-18
Fraser syndrome	https://medlineplus.gov/genetics/condition/fraser-syndrome	2014-06	2023-10-27
Frasier syndrome	https://medlineplus.gov/genetics/condition/frasier-syndrome	2013-03	2023-10-27
Freeman-Sheldon syndrome	https://medlineplus.gov/genetics/condition/freeman-sheldon-syndrome	2021-10	2021-10-28
Friedreich ataxia	https://medlineplus.gov/genetics/condition/friedreich-ataxia	2021-07	2021-07-02
Frontometaphyseal dysplasia	https://medlineplus.gov/genetics/condition/frontometaphyseal-dysplasia	2007-11	2023-02-21
Frontonasal dysplasia	https://medlineplus.gov/genetics/condition/frontonasal-dysplasia	2014-04	2020-08-18
Frontotemporal dementia with parkinsonism-17	https://medlineplus.gov/genetics/condition/frontotemporal-dementia-with-parkinsonism-17	2017-03	2020-08-18
Fryns syndrome	https://medlineplus.gov/genetics/condition/fryns-syndrome	2010-05	2023-03-21
Fuchs endothelial dystrophy	https://medlineplus.gov/genetics/condition/fuchs-endothelial-dystrophy	2018-10	2020-08-18
Fucosidosis	https://medlineplus.gov/genetics/condition/fucosidosis	2008-12	2021-04-07
Fukuyama congenital muscular dystrophy	https://medlineplus.gov/genetics/condition/fukuyama-congenital-muscular-dystrophy	2008-08	2020-08-18
Fumarase deficiency	https://medlineplus.gov/genetics/condition/fumarase-deficiency	2017-09	2020-08-18
Fundus albipunctatus	https://medlineplus.gov/genetics/condition/fundus-albipunctatus	2017-02	2021-11-24
GABA-transaminase deficiency	https://medlineplus.gov/genetics/condition/gaba-transaminase-deficiency	2018-04	2020-08-18
GLUT1 deficiency syndrome	https://medlineplus.gov/genetics/condition/glut1-deficiency-syndrome	2014-03	2022-10-28
GM1 gangliosidosis	https://medlineplus.gov/genetics/condition/gm1-gangliosidosis	2013-08	2023-04-26
GM2-gangliosidosis, AB variant	https://medlineplus.gov/genetics/condition/gm2-gangliosidosis-ab-variant	2008-09	2022-09-21
GM3 synthase deficiency	https://medlineplus.gov/genetics/condition/gm3-synthase-deficiency	2014-07	2020-08-18
GRACILE syndrome	https://medlineplus.gov/genetics/condition/gracile-syndrome	2014-03	2020-08-18
GRIN2B-related neurodevelopmental disorder	https://medlineplus.gov/genetics/condition/grin2b-related-neurodevelopmental-disorder	2018-09	2023-08-02
GRN-related frontotemporal lobar degeneration	https://medlineplus.gov/genetics/condition/grn-related-frontotemporal-lobar-degeneration	2020-04	2020-08-18
Galactosemia	https://medlineplus.gov/genetics/condition/galactosemia	2015-08	2020-08-18
Galactosialidosis	https://medlineplus.gov/genetics/condition/galactosialidosis	2009-02	2020-08-18
Gastrointestinal stromal tumor	https://medlineplus.gov/genetics/condition/gastrointestinal-stromal-tumor	2021-07	2021-07-14
Gaucher disease	https://medlineplus.gov/genetics/condition/gaucher-disease	2014-09	2022-11-01
Geleophysic dysplasia	https://medlineplus.gov/genetics/condition/geleophysic-dysplasia	2009-12	2020-08-18
Generalized arterial calcification of infancy	https://medlineplus.gov/genetics/condition/generalized-arterial-calcification-of-infancy	2015-01	2020-08-18
Generalized pustular psoriasis	https://medlineplus.gov/genetics/condition/generalized-pustular-psoriasis	2017-05	2020-08-18
Genetic epilepsy with febrile seizures plus	https://medlineplus.gov/genetics/condition/genetic-epilepsy-with-febrile-seizures-plus	2017-07	2020-08-18
Genitopatellar syndrome	https://medlineplus.gov/genetics/condition/genitopatellar-syndrome	2013-02	2020-08-18
Gestational diabetes	https://medlineplus.gov/genetics/condition/gestational-diabetes	2018-01	2023-07-19
Ghosal hematodiaphyseal dysplasia	https://medlineplus.gov/genetics/condition/ghosal-hematodiaphyseal-dysplasia	2014-03	2020-08-18
Giant axonal neuropathy	https://medlineplus.gov/genetics/condition/giant-axonal-neuropathy	2020-07	2021-08-17
Giant congenital melanocytic nevus	https://medlineplus.gov/genetics/condition/giant-congenital-melanocytic-nevus	2014-12	2023-03-21
Gilbert syndrome	https://medlineplus.gov/genetics/condition/gilbert-syndrome	2012-02	2020-08-18
Gillespie syndrome	https://medlineplus.gov/genetics/condition/gillespie-syndrome	2019-02	2023-03-21
Gitelman syndrome	https://medlineplus.gov/genetics/condition/gitelman-syndrome	2011-02	2020-08-18
Glanzmann thrombasthenia	https://medlineplus.gov/genetics/condition/glanzmann-thrombasthenia	2015-09	2020-08-18
Globozoospermia	https://medlineplus.gov/genetics/condition/globozoospermia	2015-04	2020-08-18
Glucose phosphate isomerase deficiency	https://medlineplus.gov/genetics/condition/glucose-phosphate-isomerase-deficiency	2013-12	2020-08-18
Glucose-6-phosphate dehydrogenase deficiency	https://medlineplus.gov/genetics/condition/glucose-6-phosphate-dehydrogenase-deficiency	2017-05	2023-04-12
Glucose-galactose malabsorption	https://medlineplus.gov/genetics/condition/glucose-galactose-malabsorption	2020-04	2020-08-18
Glutamate formiminotransferase deficiency	https://medlineplus.gov/genetics/condition/glutamate-formiminotransferase-deficiency	2009-08	2020-08-18
Glutaric acidemia type I	https://medlineplus.gov/genetics/condition/glutaric-acidemia-type-i	2019-09	2020-08-18
Glutaric acidemia type II	https://medlineplus.gov/genetics/condition/glutaric-acidemia-type-ii	2014-02	2023-07-26
Glutathione synthetase deficiency	https://medlineplus.gov/genetics/condition/glutathione-synthetase-deficiency	2015-03	2020-08-18
Glycogen storage disease type 0	https://medlineplus.gov/genetics/condition/glycogen-storage-disease-type-0	2014-01	2023-07-19
Glycogen storage disease type I	https://medlineplus.gov/genetics/condition/glycogen-storage-disease-type-i	2015-07	2020-08-18
Glycogen storage disease type III	https://medlineplus.gov/genetics/condition/glycogen-storage-disease-type-iii	2014-12	2023-07-26
Glycogen storage disease type IV	https://medlineplus.gov/genetics/condition/glycogen-storage-disease-type-iv	2013-02	2023-03-21
Glycogen storage disease type IX	https://medlineplus.gov/genetics/condition/glycogen-storage-disease-type-ix	2015-08	2020-08-18
Glycogen storage disease type V	https://medlineplus.gov/genetics/condition/glycogen-storage-disease-type-v	2014-06	2020-08-18
Glycogen storage disease type VI	https://medlineplus.gov/genetics/condition/glycogen-storage-disease-type-vi	2018-01	2020-08-18
Glycogen storage disease type VII	https://medlineplus.gov/genetics/condition/glycogen-storage-disease-type-vii	2014-04	2023-07-26
Glycoprotein VI deficiency	https://medlineplus.gov/genetics/condition/glycoprotein-vi-deficiency	2017-04	2023-07-11
Gnathodiaphyseal dysplasia	https://medlineplus.gov/genetics/condition/gnathodiaphyseal-dysplasia	2014-12	2023-03-21
Gordon Holmes syndrome	https://medlineplus.gov/genetics/condition/gordon-holmes-syndrome	2017-07	2020-08-18
Gorlin syndrome	https://medlineplus.gov/genetics/condition/gorlin-syndrome	2019-12	2023-03-28
Gorlin-Chaudhry-Moss syndrome	https://medlineplus.gov/genetics/condition/gorlin-chaudhry-moss-syndrome	2018-02	2020-08-18
Gout	https://medlineplus.gov/genetics/condition/gout	2018-08	2020-09-29
Grange syndrome	https://medlineplus.gov/genetics/condition/grange-syndrome	2017-07	2020-08-18
Granulomatosis with polyangiitis	https://medlineplus.gov/genetics/condition/granulomatosis-with-polyangiitis	2013-07	2020-08-18
Graves' disease	https://medlineplus.gov/genetics/condition/graves-disease	2013-07	2023-07-11
Gray platelet syndrome	https://medlineplus.gov/genetics/condition/gray-platelet-syndrome	2014-09	2020-08-18
Greenberg dysplasia	https://medlineplus.gov/genetics/condition/greenberg-dysplasia	2012-02	2020-08-18
Greig cephalopolysyndactyly syndrome	https://medlineplus.gov/genetics/condition/greig-cephalopolysyndactyly-syndrome	2016-11	2020-09-08
Griscelli syndrome	https://medlineplus.gov/genetics/condition/griscelli-syndrome	2013-09	2020-08-18
Guanidinoacetate methyltransferase deficiency	https://medlineplus.gov/genetics/condition/guanidinoacetate-methyltransferase-deficiency	2015-06	2020-08-18
Guillain-Barré syndrome	https://medlineplus.gov/genetics/condition/guillain-barre-syndrome	2011-09	2020-08-18
Gyrate atrophy of the choroid and retina	https://medlineplus.gov/genetics/condition/gyrate-atrophy-of-the-choroid-and-retina	2009-08	2020-08-18
HIVEP2-related intellectual disability	https://medlineplus.gov/genetics/condition/hivep2-related-intellectual-disability	2017-01	2023-08-02
HSD10 disease	https://medlineplus.gov/genetics/condition/hsd10-disease	2018-01	2020-08-18
Hailey-Hailey disease	https://medlineplus.gov/genetics/condition/hailey-hailey-disease	2020-07	2021-01-14
Hajdu-Cheney syndrome	https://medlineplus.gov/genetics/condition/hajdu-cheney-syndrome	2015-02	2020-08-18
Hand-foot-genital syndrome	https://medlineplus.gov/genetics/condition/hand-foot-genital-syndrome	2008-04	2023-10-12
Harlequin ichthyosis	https://medlineplus.gov/genetics/condition/harlequin-ichthyosis	2022-01	2022-01-07
Hartnup disease	https://medlineplus.gov/genetics/condition/hartnup-disease	2016-05	2020-08-18
Hartsfield syndrome	https://medlineplus.gov/genetics/condition/hartsfield-syndrome	2016-10	2020-08-18
Hashimoto's disease	https://medlineplus.gov/genetics/condition/hashimotos-disease	2020-08	2023-07-12
Head and neck squamous cell carcinoma	https://medlineplus.gov/genetics/condition/head-and-neck-squamous-cell-carcinoma	2015-01	2020-08-18
Hemophilia	https://medlineplus.gov/genetics/condition/hemophilia	2022-05	2022-05-06
Hennekam syndrome	https://medlineplus.gov/genetics/condition/hennekam-syndrome	2014-07	2020-08-18
Hepatic lipase deficiency	https://medlineplus.gov/genetics/condition/hepatic-lipase-deficiency	2015-12	2020-08-18
Hepatic veno-occlusive disease with immunodeficiency	https://medlineplus.gov/genetics/condition/hepatic-veno-occlusive-disease-with-immunodeficiency	2009-01	2020-08-18
Hereditary angioedema	https://medlineplus.gov/genetics/condition/hereditary-angioedema	2009-04	2020-08-18
Hereditary angiopathy with nephropathy, aneurysms, and muscle cramps syndrome	https://medlineplus.gov/genetics/condition/hereditary-angiopathy-with-nephropathy-aneurysms-and-muscle-cramps-syndrome	2011-09	2023-03-21
Hereditary antithrombin deficiency	https://medlineplus.gov/genetics/condition/hereditary-antithrombin-deficiency	2013-02	2021-04-07
Hereditary cerebral amyloid angiopathy	https://medlineplus.gov/genetics/condition/hereditary-cerebral-amyloid-angiopathy	2022-04	2022-04-11
Hereditary diffuse gastric cancer	https://medlineplus.gov/genetics/condition/hereditary-diffuse-gastric-cancer	2016-08	2023-03-21
Hereditary fibrosing poikiloderma with tendon contractures, myopathy, and pulmonary fibrosis	https://medlineplus.gov/genetics/condition/hereditary-fibrosing-poikiloderma-with-tendon-contractures-myopathy-and-pulmonary-fibrosis	2017-02	2021-08-17
Hereditary folate malabsorption	https://medlineplus.gov/genetics/condition/hereditary-folate-malabsorption	2009-05	2020-08-18
Hereditary fructose intolerance	https://medlineplus.gov/genetics/condition/hereditary-fructose-intolerance	2011-06	2020-08-18
Hereditary hemochromatosis	https://medlineplus.gov/genetics/condition/hereditary-hemochromatosis	2019-02	2021-05-20
Hereditary hemorrhagic telangiectasia	https://medlineplus.gov/genetics/condition/hereditary-hemorrhagic-telangiectasia	2020-01	2021-05-20
Hereditary hyperekplexia	https://medlineplus.gov/genetics/condition/hereditary-hyperekplexia	2018-05	2020-08-18
Hereditary hypophosphatemic rickets	https://medlineplus.gov/genetics/condition/hereditary-hypophosphatemic-rickets	2010-09	2023-03-28
Hereditary leiomyomatosis and renal cell cancer	https://medlineplus.gov/genetics/condition/hereditary-leiomyomatosis-and-renal-cell-cancer	2018-02	2023-03-28
Hereditary multiple osteochondromas	https://medlineplus.gov/genetics/condition/hereditary-multiple-osteochondromas	2016-03	2020-08-18
Hereditary myopathy with early respiratory failure	https://medlineplus.gov/genetics/condition/hereditary-myopathy-with-early-respiratory-failure	2018-09	2020-08-18
Hereditary neuralgic amyotrophy	https://medlineplus.gov/genetics/condition/hereditary-neuralgic-amyotrophy	2009-09	2021-04-07
Hereditary neuropathy with liability to pressure palsies	https://medlineplus.gov/genetics/condition/hereditary-neuropathy-with-liability-to-pressure-palsies	2016-07	2023-03-21
Hereditary pancreatitis	https://medlineplus.gov/genetics/condition/hereditary-pancreatitis	2012-10	2023-07-26
Hereditary paraganglioma-pheochromocytoma	https://medlineplus.gov/genetics/condition/hereditary-paraganglioma-pheochromocytoma	2016-11	2022-04-11
Hereditary sensory and autonomic neuropathy type IE	https://medlineplus.gov/genetics/condition/hereditary-sensory-and-autonomic-neuropathy-type-ie	2017-06	2020-08-18
Hereditary sensory and autonomic neuropathy type II	https://medlineplus.gov/genetics/condition/hereditary-sensory-and-autonomic-neuropathy-type-ii	2017-04	2023-08-18
Hereditary sensory and autonomic neuropathy type V	https://medlineplus.gov/genetics/condition/hereditary-sensory-and-autonomic-neuropathy-type-v	2011-07	2020-08-18
Hereditary sensory neuropathy type IA	https://medlineplus.gov/genetics/condition/hereditary-sensory-neuropathy-type-ia	2015-03	2020-08-18
Hereditary spherocytosis	https://medlineplus.gov/genetics/condition/hereditary-spherocytosis	2013-09	2020-08-18
Hereditary xanthinuria	https://medlineplus.gov/genetics/condition/hereditary-xanthinuria	2015-12	2020-08-18
Hermansky-Pudlak syndrome	https://medlineplus.gov/genetics/condition/hermansky-pudlak-syndrome	2014-05	2020-08-18
Heterotaxy syndrome	https://medlineplus.gov/genetics/condition/heterotaxy-syndrome	2019-03	2023-04-25
Hidradenitis suppurativa	https://medlineplus.gov/genetics/condition/hidradenitis-suppurativa	2021-10	2021-10-27
Hirschsprung disease	https://medlineplus.gov/genetics/condition/hirschsprung-disease	2018-05	2020-08-18
Histidinemia	https://medlineplus.gov/genetics/condition/histidinemia	2009-08	2020-08-18
Histiocytosis-lymphadenopathy plus syndrome	https://medlineplus.gov/genetics/condition/histiocytosis-lymphadenopathy-plus-syndrome	2022-05	2023-07-26
Holocarboxylase synthetase deficiency	https://medlineplus.gov/genetics/condition/holocarboxylase-synthetase-deficiency	2020-05	2020-08-18
Holt-Oram syndrome	https://medlineplus.gov/genetics/condition/holt-oram-syndrome	2014-06	2020-08-18
Homocystinuria	https://medlineplus.gov/genetics/condition/homocystinuria	2016-03	2023-05-01
Horizontal gaze palsy with progressive scoliosis	https://medlineplus.gov/genetics/condition/horizontal-gaze-palsy-with-progressive-scoliosis	2009-03	2020-08-18
Horner syndrome	https://medlineplus.gov/genetics/condition/horner-syndrome	2013-04	2020-08-18
Huntington's disease	https://medlineplus.gov/genetics/condition/huntingtons-disease	2020-07	2023-10-12
Huntington's disease-like syndrome	https://medlineplus.gov/genetics/condition/huntingtons-disease-like-syndrome	2008-08	2023-10-12
Hutchinson-Gilford progeria syndrome	https://medlineplus.gov/genetics/condition/hutchinson-gilford-progeria-syndrome	2016-05	2020-08-18
Hyaline fibromatosis syndrome	https://medlineplus.gov/genetics/condition/hyaline-fibromatosis-syndrome	2019-03	2020-08-18
Hyperferritinemia-cataract syndrome	https://medlineplus.gov/genetics/condition/hyperferritinemia-cataract-syndrome	2012-08	2020-08-18
Hyperkalemic periodic paralysis	https://medlineplus.gov/genetics/condition/hyperkalemic-periodic-paralysis	2019-02	2023-08-22
Hyperlysinemia	https://medlineplus.gov/genetics/condition/hyperlysinemia	2009-08	2023-08-22
Hypermanganesemia with dystonia	https://medlineplus.gov/genetics/condition/hypermanganesemia-with-dystonia	2017-10	2020-08-18
Hypermethioninemia	https://medlineplus.gov/genetics/condition/hypermethioninemia	2021-08	2021-08-06
Hyperparathyroidism-jaw tumor syndrome	https://medlineplus.gov/genetics/condition/hyperparathyroidism-jaw-tumor-syndrome	2010-07	2020-08-18
Hyperphosphatemic familial tumoral calcinosis	https://medlineplus.gov/genetics/condition/hyperphosphatemic-familial-tumoral-calcinosis	2012-08	2020-08-18
Hyperprolinemia	https://medlineplus.gov/genetics/condition/hyperprolinemia	2021-08	2021-08-27
Hypertension	https://medlineplus.gov/genetics/condition/hypertension	2019-01	2022-12-21
Hypochondrogenesis	https://medlineplus.gov/genetics/condition/hypochondrogenesis	2008-07	2020-08-18
Hypochondroplasia	https://medlineplus.gov/genetics/condition/hypochondroplasia	2012-10	2023-05-29
Hypochromic microcytic anemia with iron overload	https://medlineplus.gov/genetics/condition/hypochromic-microcytic-anemia-with-iron-overload	2014-11	2020-08-18
Hypohidrotic ectodermal dysplasia	https://medlineplus.gov/genetics/condition/hypohidrotic-ectodermal-dysplasia	2018-11	2020-08-18
Hypokalemic periodic paralysis	https://medlineplus.gov/genetics/condition/hypokalemic-periodic-paralysis	2020-03	2021-04-07
Hypomagnesemia with secondary hypocalcemia	https://medlineplus.gov/genetics/condition/hypomagnesemia-with-secondary-hypocalcemia	2015-01	2020-08-18
Hypomyelination and congenital cataract	https://medlineplus.gov/genetics/condition/hypomyelination-and-congenital-cataract	2009-07	2020-08-18
Hypomyelination with brainstem and spinal cord involvement and leg spasticity	https://medlineplus.gov/genetics/condition/hypomyelination-with-brainstem-and-spinal-cord-involvement-and-leg-spasticity	2019-02	2023-08-18
Hypophosphatasia	https://medlineplus.gov/genetics/condition/hypophosphatasia	2018-03	2020-08-18
Hystrix-like ichthyosis with deafness	https://medlineplus.gov/genetics/condition/hystrix-like-ichthyosis-with-deafness	2012-11	2020-08-18
IRAK-4 deficiency	https://medlineplus.gov/genetics/condition/irak-4-deficiency	2017-12	2020-08-18
Ichthyosis with confetti	https://medlineplus.gov/genetics/condition/ichthyosis-with-confetti	2014-02	2020-08-18
Idiopathic infantile hypercalcemia	https://medlineplus.gov/genetics/condition/idiopathic-infantile-hypercalcemia	2017-12	2023-03-21
Idiopathic inflammatory myopathy	https://medlineplus.gov/genetics/condition/idiopathic-inflammatory-myopathy	2011-02	2020-08-18
Idiopathic pulmonary fibrosis	https://medlineplus.gov/genetics/condition/idiopathic-pulmonary-fibrosis	2020-07	2020-08-18
Imerslund-Gräsbeck syndrome	https://medlineplus.gov/genetics/condition/imerslund-grasbeck-syndrome	2014-04	2020-08-18
Immune dysregulation, polyendocrinopathy, enteropathy, X-linked syndrome	https://medlineplus.gov/genetics/condition/immune-dysregulation-polyendocrinopathy-enteropathy-x-linked-syndrome	2017-05	2023-02-21
Immune thrombocytopenia	https://medlineplus.gov/genetics/condition/immune-thrombocytopenia	2017-06	2020-08-18
Inclusion body myopathy 2	https://medlineplus.gov/genetics/condition/inclusion-body-myopathy-2	2008-12	2020-08-18
Inclusion body myopathy with early-onset Paget disease and frontotemporal dementia	https://medlineplus.gov/genetics/condition/inclusion-body-myopathy-with-early-onset-paget-disease-and-frontotemporal-dementia	2022-02	2023-07-17
Incontinentia pigmenti	https://medlineplus.gov/genetics/condition/incontinentia-pigmenti	2008-06	2023-03-13
Infantile neuroaxonal dystrophy	https://medlineplus.gov/genetics/condition/infantile-neuroaxonal-dystrophy	2012-09	2023-07-18
Infantile-onset ascending hereditary spastic paralysis	https://medlineplus.gov/genetics/condition/infantile-onset-ascending-hereditary-spastic-paralysis	2016-04	2021-04-27
Infantile-onset spinocerebellar ataxia	https://medlineplus.gov/genetics/condition/infantile-onset-spinocerebellar-ataxia	2010-03	2020-08-18
Inherited thyroxine-binding globulin deficiency	https://medlineplus.gov/genetics/condition/inherited-thyroxine-binding-globulin-deficiency	2009-09	2020-09-29
Intervertebral disc disease	https://medlineplus.gov/genetics/condition/intervertebral-disc-disease	2016-10	2020-08-18
Intestinal pseudo-obstruction	https://medlineplus.gov/genetics/condition/intestinal-pseudo-obstruction	2017-12	2023-07-17
Intrahepatic cholestasis of pregnancy	https://medlineplus.gov/genetics/condition/intrahepatic-cholestasis-of-pregnancy	2015-05	2020-08-18
Intranuclear rod myopathy	https://medlineplus.gov/genetics/condition/intranuclear-rod-myopathy	2012-04	2020-08-18
Intrauterine growth restriction, metaphyseal dysplasia, adrenal hypoplasia congenita, and genital anomalies	https://medlineplus.gov/genetics/condition/intrauterine-growth-restriction-metaphyseal-dysplasia-adrenal-hypoplasia-congenita-and-genital-anomalies	2013-04	2023-07-26
Iron-refractory iron deficiency anemia	https://medlineplus.gov/genetics/condition/iron-refractory-iron-deficiency-anemia	2014-07	2020-08-18
Isobutyryl-CoA dehydrogenase deficiency	https://medlineplus.gov/genetics/condition/isobutyryl-coa-dehydrogenase-deficiency	2010-06	2020-08-18
Isolated Duane retraction syndrome	https://medlineplus.gov/genetics/condition/isolated-duane-retraction-syndrome	2009-03	2020-08-18
Isolated Pierre Robin sequence	https://medlineplus.gov/genetics/condition/isolated-pierre-robin-sequence	2016-12	2020-08-18
Isolated congenital asplenia	https://medlineplus.gov/genetics/condition/isolated-congenital-asplenia	2019-04	2020-08-18
Isolated ectopia lentis	https://medlineplus.gov/genetics/condition/isolated-ectopia-lentis	2015-03	2020-08-18
Isolated growth hormone deficiency	https://medlineplus.gov/genetics/condition/isolated-growth-hormone-deficiency	2012-02	2020-08-18
Isolated hyperCKemia	https://medlineplus.gov/genetics/condition/isolated-hyperckemia	2014-05	2023-02-21
Isolated hyperchlorhidrosis	https://medlineplus.gov/genetics/condition/isolated-hyperchlorhidrosis	2014-05	2020-08-18
Isolated lissencephaly sequence	https://medlineplus.gov/genetics/condition/isolated-lissencephaly-sequence	2013-07	2020-08-18
Isolated sulfite oxidase deficiency	https://medlineplus.gov/genetics/condition/isolated-sulfite-oxidase-deficiency	2018-01	2020-08-18
Isovaleric acidemia	https://medlineplus.gov/genetics/condition/isovaleric-acidemia	2020-03	2020-08-18
JAK3-deficient severe combined immunodeficiency	https://medlineplus.gov/genetics/condition/jak3-deficient-severe-combined-immunodeficiency	2017-08	2020-08-18
Jackson-Weiss syndrome	https://medlineplus.gov/genetics/condition/jackson-weiss-syndrome	2017-01	2020-08-18
Jacobsen syndrome	https://medlineplus.gov/genetics/condition/jacobsen-syndrome	2015-09	2023-08-02
Jervell and Lange-Nielsen syndrome	https://medlineplus.gov/genetics/condition/jervell-and-lange-nielsen-syndrome	2017-09	2020-08-18
Joubert syndrome	https://medlineplus.gov/genetics/condition/joubert-syndrome	2017-07	2020-08-18
Junctional epidermolysis bullosa	https://medlineplus.gov/genetics/condition/junctional-epidermolysis-bullosa	2020-04	2020-08-18
Juvenile Paget disease	https://medlineplus.gov/genetics/condition/juvenile-paget-disease	2010-02	2020-08-18
Juvenile idiopathic arthritis	https://medlineplus.gov/genetics/condition/juvenile-idiopathic-arthritis	2019-06	2022-05-02
Juvenile myoclonic epilepsy	https://medlineplus.gov/genetics/condition/juvenile-myoclonic-epilepsy	2015-09	2023-04-28
Juvenile polyposis syndrome	https://medlineplus.gov/genetics/condition/juvenile-polyposis-syndrome	2013-10	2020-08-18
Juvenile primary lateral sclerosis	https://medlineplus.gov/genetics/condition/juvenile-primary-lateral-sclerosis	2013-07	2020-08-18
Juvenile primary osteoporosis	https://medlineplus.gov/genetics/condition/juvenile-primary-osteoporosis	2013-01	2020-08-18
KBG syndrome	https://medlineplus.gov/genetics/condition/kbg-syndrome	2018-01	2023-08-02
KCNB1 encephalopathy	https://medlineplus.gov/genetics/condition/kcnb1-encephalopathy	2021-11	2023-07-12
KCNK9 imprinting syndrome	https://medlineplus.gov/genetics/condition/kcnk9-imprinting-syndrome	2017-06	2020-08-18
Kabuki syndrome	https://medlineplus.gov/genetics/condition/kabuki-syndrome	2017-01	2022-11-01
Kallmann syndrome	https://medlineplus.gov/genetics/condition/kallmann-syndrome	2016-12	2020-08-18
Kaufman oculocerebrofacial syndrome	https://medlineplus.gov/genetics/condition/kaufman-oculocerebrofacial-syndrome	2017-01	2020-08-18
Kawasaki disease	https://medlineplus.gov/genetics/condition/kawasaki-disease	2015-09	2020-08-18
Kearns-Sayre syndrome	https://medlineplus.gov/genetics/condition/kearns-sayre-syndrome	2011-12	2020-09-08
Keratitis-ichthyosis-deafness syndrome	https://medlineplus.gov/genetics/condition/keratitis-ichthyosis-deafness-syndrome	2012-11	2020-08-18
Keratoconus	https://medlineplus.gov/genetics/condition/keratoconus	2017-07	2020-08-18
Keratoderma with woolly hair	https://medlineplus.gov/genetics/condition/keratoderma-with-woolly-hair	2019-02	2020-08-18
Kidney stones	https://medlineplus.gov/genetics/condition/kidney-stones	2019-01	2020-08-18
Kindler epidermolysis bullosa	https://medlineplus.gov/genetics/condition/kindler-epidermolysis-bullosa	2016-06	2023-03-17
Kleefstra syndrome	https://medlineplus.gov/genetics/condition/kleefstra-syndrome	2016-01	2020-09-08
Klinefelter syndrome	https://medlineplus.gov/genetics/condition/klinefelter-syndrome	2019-04	2023-07-10
