id	name	ICD-10-CM	MeSH	OMIM	SNOMED CT	GTR	gene-symbol	ghr-page
leigh-syndrome	Leigh syndrome	G31.82	D007888	161700,256000,220111	29570005	C0023264,CN230159,CN043625,C1857355	AIFM1	https://www.ncbi.nlm.nih.gov/gene/9131
leigh-syndrome	Leigh syndrome	G31.82	D007888	161700,256000,220111	29570005	C0023264,CN230159,CN043625,C1857355	SCO2	https://www.ncbi.nlm.nih.gov/gene/9997
leigh-syndrome	Leigh syndrome	G31.82	D007888	161700,256000,220111	29570005	C0023264,CN230159,CN043625,C1857355	TSFM	https://www.ncbi.nlm.nih.gov/gene/10102
leigh-syndrome	Leigh syndrome	G31.82	D007888	161700,256000,220111	29570005	C0023264,CN230159,CN043625,C1857355	LRPPRC	https://www.ncbi.nlm.nih.gov/gene/10128
leigh-syndrome	Leigh syndrome	G31.82	D007888	161700,256000,220111	29570005	C0023264,CN230159,CN043625,C1857355	FARS2	https://www.ncbi.nlm.nih.gov/gene/10667
leigh-syndrome	Leigh syndrome	G31.82	D007888	161700,256000,220111	29570005	C0023264,CN230159,CN043625,C1857355	LIAS	https://www.ncbi.nlm.nih.gov/gene/11019
leigh-syndrome	Leigh syndrome	G31.82	D007888	161700,256000,220111	29570005	C0023264,CN230159,CN043625,C1857355	HIBCH	https://www.ncbi.nlm.nih.gov/gene/26275
leigh-syndrome	Leigh syndrome	G31.82	D007888	161700,256000,220111	29570005	C0023264,CN230159,CN043625,C1857355	TPK1	https://www.ncbi.nlm.nih.gov/gene/27010
leigh-syndrome	Leigh syndrome	G31.82	D007888	161700,256000,220111	29570005	C0023264,CN230159,CN043625,C1857355	UQCRQ	https://www.ncbi.nlm.nih.gov/gene/27089
leigh-syndrome	Leigh syndrome	G31.82	D007888	161700,256000,220111	29570005	C0023264,CN230159,CN043625,C1857355	TACO1	https://www.ncbi.nlm.nih.gov/gene/51204
leigh-syndrome	Leigh syndrome	G31.82	D007888	161700,256000,220111	29570005	C0023264,CN230159,CN043625,C1857355	LIPT1	https://www.ncbi.nlm.nih.gov/gene/51601
leigh-syndrome	Leigh syndrome	G31.82	D007888	161700,256000,220111	29570005	C0023264,CN230159,CN043625,C1857355	TTC19	https://www.ncbi.nlm.nih.gov/gene/54902
leigh-syndrome	Leigh syndrome	G31.82	D007888	161700,256000,220111	29570005	C0023264,CN230159,CN043625,C1857355	FOXRED1	https://www.ncbi.nlm.nih.gov/gene/55572
leigh-syndrome	Leigh syndrome	G31.82	D007888	161700,256000,220111	29570005	C0023264,CN230159,CN043625,C1857355	TRMU	https://www.ncbi.nlm.nih.gov/gene/55687
leigh-syndrome	Leigh syndrome	G31.82	D007888	161700,256000,220111	29570005	C0023264,CN230159,CN043625,C1857355	IARS2	https://www.ncbi.nlm.nih.gov/gene/55699
leigh-syndrome	Leigh syndrome	G31.82	D007888	161700,256000,220111	29570005	C0023264,CN230159,CN043625,C1857355	NDUFA12	https://www.ncbi.nlm.nih.gov/gene/55967
leigh-syndrome	Leigh syndrome	G31.82	D007888	161700,256000,220111	29570005	C0023264,CN230159,CN043625,C1857355	PDSS2	https://www.ncbi.nlm.nih.gov/gene/57107
leigh-syndrome	Leigh syndrome	G31.82	D007888	161700,256000,220111	29570005	C0023264,CN230159,CN043625,C1857355	NDUFAF5	https://www.ncbi.nlm.nih.gov/gene/79133
leigh-syndrome	Leigh syndrome	G31.82	D007888	161700,256000,220111	29570005	C0023264,CN230159,CN043625,C1857355	NARS2	https://www.ncbi.nlm.nih.gov/gene/79731
leigh-syndrome	Leigh syndrome	G31.82	D007888	161700,256000,220111	29570005	C0023264,CN230159,CN043625,C1857355	GFM2	https://www.ncbi.nlm.nih.gov/gene/84340
leigh-syndrome	Leigh syndrome	G31.82	D007888	161700,256000,220111	29570005	C0023264,CN230159,CN043625,C1857355	GTPBP3	https://www.ncbi.nlm.nih.gov/gene/84705
leigh-syndrome	Leigh syndrome	G31.82	D007888	161700,256000,220111	29570005	C0023264,CN230159,CN043625,C1857355	PNPT1	https://www.ncbi.nlm.nih.gov/gene/87178
leigh-syndrome	Leigh syndrome	G31.82	D007888	161700,256000,220111	29570005	C0023264,CN230159,CN043625,C1857355	MTRFR	https://www.ncbi.nlm.nih.gov/gene/91574
leigh-syndrome	Leigh syndrome	G31.82	D007888	161700,256000,220111	29570005	C0023264,CN230159,CN043625,C1857355	NDUFAF2	https://www.ncbi.nlm.nih.gov/gene/91942
leigh-syndrome	Leigh syndrome	G31.82	D007888	161700,256000,220111	29570005	C0023264,CN230159,CN043625,C1857355	MTFMT	https://www.ncbi.nlm.nih.gov/gene/123263
leigh-syndrome	Leigh syndrome	G31.82	D007888	161700,256000,220111	29570005	C0023264,CN230159,CN043625,C1857355	NDUFA11	https://www.ncbi.nlm.nih.gov/gene/126328
leigh-syndrome	Leigh syndrome	G31.82	D007888	161700,256000,220111	29570005	C0023264,CN230159,CN043625,C1857355	NDUFAF6	https://www.ncbi.nlm.nih.gov/gene/137682
leigh-syndrome	Leigh syndrome	G31.82	D007888	161700,256000,220111	29570005	C0023264,CN230159,CN043625,C1857355	SDHAF1	https://www.ncbi.nlm.nih.gov/gene/644096
leigh-syndrome	Leigh syndrome	G31.82	D007888	161700,256000,220111	29570005	C0023264,CN230159,CN043625,C1857355	PET100	https://www.ncbi.nlm.nih.gov/gene/100131801
leigh-syndrome	Leigh syndrome	G31.82	D007888	161700,256000,220111	29570005	C0023264,CN230159,CN043625,C1857355	Mitochondrial DNA	https://medlineplus.gov/genetics/chromosome/mitochondrial-dna
lennox-gastaut-syndrome	Lennox-Gastaut syndrome	G40.811,G40.813,G40.814,G40.812	D065768	606369	230418006	C3807541	SCN1A	https://medlineplus.gov/genetics/gene/scn1a
lennox-gastaut-syndrome	Lennox-Gastaut syndrome	G40.811,G40.813,G40.814,G40.812	D065768	606369	230418006	C3807541	FOXG1	https://medlineplus.gov/genetics/gene/foxg1
lennox-gastaut-syndrome	Lennox-Gastaut syndrome	G40.811,G40.813,G40.814,G40.812	D065768	606369	230418006	C3807541	CHD2	https://medlineplus.gov/genetics/gene/chd2
lennox-gastaut-syndrome	Lennox-Gastaut syndrome	G40.811,G40.813,G40.814,G40.812	D065768	606369	230418006	C3807541	STXBP1	https://medlineplus.gov/genetics/gene/stxbp1
lennox-gastaut-syndrome	Lennox-Gastaut syndrome	G40.811,G40.813,G40.814,G40.812	D065768	606369	230418006	C3807541	SCN8A	https://medlineplus.gov/genetics/gene/scn8a
lennox-gastaut-syndrome	Lennox-Gastaut syndrome	G40.811,G40.813,G40.814,G40.812	D065768	606369	230418006	C3807541	DNM1	https://www.ncbi.nlm.nih.gov/gene/1759
lennox-gastaut-syndrome	Lennox-Gastaut syndrome	G40.811,G40.813,G40.814,G40.812	D065768	606369	230418006	C3807541	GABRB3	https://www.ncbi.nlm.nih.gov/gene/2562
lennox-gastaut-syndrome	Lennox-Gastaut syndrome	G40.811,G40.813,G40.814,G40.812	D065768	606369	230418006	C3807541	ALG13	https://www.ncbi.nlm.nih.gov/gene/55849
leprosy	Leprosy	A30.3,A30.1,A30.9,A30.5,A30.0	D007918	613223,610988,607572,246300,613407,609888	81004002	C1843632,C1970254,C2750733,C1968668	PRKN	https://medlineplus.gov/genetics/gene/prkn
leprosy	Leprosy	A30.3,A30.1,A30.9,A30.5,A30.0	D007918	613223,610988,607572,246300,613407,609888	81004002	C1843632,C1970254,C2750733,C1968668	VDR	https://medlineplus.gov/genetics/gene/vdr
leprosy	Leprosy	A30.3,A30.1,A30.9,A30.5,A30.0	D007918	613223,610988,607572,246300,613407,609888	81004002	C1843632,C1970254,C2750733,C1968668	LTA	https://www.ncbi.nlm.nih.gov/gene/4049
leprosy	Leprosy	A30.3,A30.1,A30.9,A30.5,A30.0	D007918	613223,610988,607572,246300,613407,609888	81004002	C1843632,C1970254,C2750733,C1968668	TLR1	https://www.ncbi.nlm.nih.gov/gene/7096
leprosy	Leprosy	A30.3,A30.1,A30.9,A30.5,A30.0	D007918	613223,610988,607572,246300,613407,609888	81004002	C1843632,C1970254,C2750733,C1968668	TLR2	https://www.ncbi.nlm.nih.gov/gene/7097
leprosy	Leprosy	A30.3,A30.1,A30.9,A30.5,A30.0	D007918	613223,610988,607572,246300,613407,609888	81004002	C1843632,C1970254,C2750733,C1968668	PACRG	https://www.ncbi.nlm.nih.gov/gene/135138
leptin-receptor-deficiency	Leptin receptor deficiency		D009767	614963		C3554225	LEPR	https://medlineplus.gov/genetics/gene/lepr
lesch-nyhan-syndrome	Lesch-Nyhan syndrome	E79.1	D007926	300322,300323	124275001,10406007	C0023374	HPRT1	https://medlineplus.gov/genetics/gene/hprt1
leukocyte-adhesion-deficiency-type-1	Leukocyte adhesion deficiency type 1		D018370	116920	234582006	C0398738	ITGB2	https://medlineplus.gov/genetics/gene/itgb2
leukoencephalopathy-with-brainstem-and-spinal-cord-involvement-and-lactate-elevation	Leukoencephalopathy with brainstem and spinal cord involvement and lactate elevation		D056784	611105	703537008	C1970180	DARS2	https://medlineplus.gov/genetics/gene/dars2
leukoencephalopathy-with-thalamus-and-brainstem-involvement-and-high-lactate	Leukoencephalopathy with thalamus and brainstem involvement and high lactate		D056784	614924		C4706421	EARS2	https://medlineplus.gov/genetics/gene/ears2
leukoencephalopathy-with-vanishing-white-matter	Leukoencephalopathy with vanishing white matter		D056784,D020279	603896	447351004	C1858991	EIF2B1	https://medlineplus.gov/genetics/gene/eif2b1
leukoencephalopathy-with-vanishing-white-matter	Leukoencephalopathy with vanishing white matter		D056784,D020279	603896	447351004	C1858991	EIF2B2	https://medlineplus.gov/genetics/gene/eif2b2
leukoencephalopathy-with-vanishing-white-matter	Leukoencephalopathy with vanishing white matter		D056784,D020279	603896	447351004	C1858991	EIF2B3	https://medlineplus.gov/genetics/gene/eif2b3
leukoencephalopathy-with-vanishing-white-matter	Leukoencephalopathy with vanishing white matter		D056784,D020279	603896	447351004	C1858991	EIF2B4	https://medlineplus.gov/genetics/gene/eif2b4
leukoencephalopathy-with-vanishing-white-matter	Leukoencephalopathy with vanishing white matter		D056784,D020279	603896	447351004	C1858991	EIF2B5	https://medlineplus.gov/genetics/gene/eif2b5
leydig-cell-hypoplasia	Leydig cell hypoplasia		D058490	238320	56212008	C0266432	LHCGR	https://medlineplus.gov/genetics/gene/lhcgr
li-fraumeni-syndrome	Li-Fraumeni syndrome	Z15.01	D016864	609265,151623	428850001	C1835398,C0085390,C1836482	TP53	https://medlineplus.gov/genetics/gene/tp53
li-fraumeni-syndrome	Li-Fraumeni syndrome	Z15.01	D016864	609265,151623	428850001	C1835398,C0085390,C1836482	CHEK2	https://www.ncbi.nlm.nih.gov/gene/11200
liddle-syndrome	Liddle syndrome		D056929	177200	707747007	C0221043	SCNN1B	https://medlineplus.gov/genetics/gene/scnn1b
liddle-syndrome	Liddle syndrome		D056929	177200	707747007	C0221043	SCNN1G	https://medlineplus.gov/genetics/gene/scnn1g
liebenberg-syndrome	Liebenberg syndrome		D038062	186550		C1861313	PITX1	https://medlineplus.gov/genetics/gene/pitx1
limb-girdle-muscular-dystrophy	Limb-girdle muscular dystrophy		D049288	615356,613530,611307,608807,609115,618129,601287,253601,254110,603511,608099,608423,253600,613818,616052,609308,613157,617232,616094,613158,615352,607155,613723,601954,253700,611588,604286,618135	240056002,240064008,93153005	C0686353	LMNA	https://medlineplus.gov/genetics/gene/lmna
limb-girdle-muscular-dystrophy	Limb-girdle muscular dystrophy		D049288	615356,613530,611307,608807,609115,618129,601287,253601,254110,603511,608099,608423,253600,613818,616052,609308,613157,617232,616094,613158,615352,607155,613723,601954,253700,611588,604286,618135	240056002,240064008,93153005	C0686353	PLEC	https://medlineplus.gov/genetics/gene/plec
limb-girdle-muscular-dystrophy	Limb-girdle muscular dystrophy		D049288	615356,613530,611307,608807,609115,618129,601287,253601,254110,603511,608099,608423,253600,613818,616052,609308,613157,617232,616094,613158,615352,607155,613723,601954,253700,611588,604286,618135	240056002,240064008,93153005	C0686353	FKTN	https://medlineplus.gov/genetics/gene/fktn
limb-girdle-muscular-dystrophy	Limb-girdle muscular dystrophy		D049288	615356,613530,611307,608807,609115,618129,601287,253601,254110,603511,608099,608423,253600,613818,616052,609308,613157,617232,616094,613158,615352,607155,613723,601954,253700,611588,604286,618135	240056002,240064008,93153005	C0686353	TTN	https://medlineplus.gov/genetics/gene/ttn
limb-girdle-muscular-dystrophy	Limb-girdle muscular dystrophy		D049288	615356,613530,611307,608807,609115,618129,601287,253601,254110,603511,608099,608423,253600,613818,616052,609308,613157,617232,616094,613158,615352,607155,613723,601954,253700,611588,604286,618135	240056002,240064008,93153005	C0686353	COL6A1	https://medlineplus.gov/genetics/gene/col6a1
limb-girdle-muscular-dystrophy	Limb-girdle muscular dystrophy		D049288	615356,613530,611307,608807,609115,618129,601287,253601,254110,603511,608099,608423,253600,613818,616052,609308,613157,617232,616094,613158,615352,607155,613723,601954,253700,611588,604286,618135	240056002,240064008,93153005	C0686353	COL6A2	https://medlineplus.gov/genetics/gene/col6a2
limb-girdle-muscular-dystrophy	Limb-girdle muscular dystrophy		D049288	615356,613530,611307,608807,609115,618129,601287,253601,254110,603511,608099,608423,253600,613818,616052,609308,613157,617232,616094,613158,615352,607155,613723,601954,253700,611588,604286,618135	240056002,240064008,93153005	C0686353	COL6A3	https://medlineplus.gov/genetics/gene/col6a3
limb-girdle-muscular-dystrophy	Limb-girdle muscular dystrophy		D049288	615356,613530,611307,608807,609115,618129,601287,253601,254110,603511,608099,608423,253600,613818,616052,609308,613157,617232,616094,613158,615352,607155,613723,601954,253700,611588,604286,618135	240056002,240064008,93153005	C0686353	SGCA	https://medlineplus.gov/genetics/gene/sgca
limb-girdle-muscular-dystrophy	Limb-girdle muscular dystrophy		D049288	615356,613530,611307,608807,609115,618129,601287,253601,254110,603511,608099,608423,253600,613818,616052,609308,613157,617232,616094,613158,615352,607155,613723,601954,253700,611588,604286,618135	240056002,240064008,93153005	C0686353	SGCB	https://medlineplus.gov/genetics/gene/sgcb
limb-girdle-muscular-dystrophy	Limb-girdle muscular dystrophy		D049288	615356,613530,611307,608807,609115,618129,601287,253601,254110,603511,608099,608423,253600,613818,616052,609308,613157,617232,616094,613158,615352,607155,613723,601954,253700,611588,604286,618135	240056002,240064008,93153005	C0686353	SGCG	https://medlineplus.gov/genetics/gene/sgcg
limb-girdle-muscular-dystrophy	Limb-girdle muscular dystrophy		D049288	615356,613530,611307,608807,609115,618129,601287,253601,254110,603511,608099,608423,253600,613818,616052,609308,613157,617232,616094,613158,615352,607155,613723,601954,253700,611588,604286,618135	240056002,240064008,93153005	C0686353	SGCD	https://medlineplus.gov/genetics/gene/sgcd
limb-girdle-muscular-dystrophy	Limb-girdle muscular dystrophy		D049288	615356,613530,611307,608807,609115,618129,601287,253601,254110,603511,608099,608423,253600,613818,616052,609308,613157,617232,616094,613158,615352,607155,613723,601954,253700,611588,604286,618135	240056002,240064008,93153005	C0686353	CAPN3	https://medlineplus.gov/genetics/gene/capn3
limb-girdle-muscular-dystrophy	Limb-girdle muscular dystrophy		D049288	615356,613530,611307,608807,609115,618129,601287,253601,254110,603511,608099,608423,253600,613818,616052,609308,613157,617232,616094,613158,615352,607155,613723,601954,253700,611588,604286,618135	240056002,240064008,93153005	C0686353	DYSF	https://medlineplus.gov/genetics/gene/dysf
limb-girdle-muscular-dystrophy	Limb-girdle muscular dystrophy		D049288	615356,613530,611307,608807,609115,618129,601287,253601,254110,603511,608099,608423,253600,613818,616052,609308,613157,617232,616094,613158,615352,607155,613723,601954,253700,611588,604286,618135	240056002,240064008,93153005	C0686353	CAV3	https://medlineplus.gov/genetics/gene/cav3
limb-girdle-muscular-dystrophy	Limb-girdle muscular dystrophy		D049288	615356,613530,611307,608807,609115,618129,601287,253601,254110,603511,608099,608423,253600,613818,616052,609308,613157,617232,616094,613158,615352,607155,613723,601954,253700,611588,604286,618135	240056002,240064008,93153005	C0686353	MYOT	https://medlineplus.gov/genetics/gene/myot
limb-girdle-muscular-dystrophy	Limb-girdle muscular dystrophy		D049288	615356,613530,611307,608807,609115,618129,601287,253601,254110,603511,608099,608423,253600,613818,616052,609308,613157,617232,616094,613158,615352,607155,613723,601954,253700,611588,604286,618135	240056002,240064008,93153005	C0686353	ANO5	https://medlineplus.gov/genetics/gene/ano5
limb-girdle-muscular-dystrophy	Limb-girdle muscular dystrophy		D049288	615356,613530,611307,608807,609115,618129,601287,253601,254110,603511,608099,608423,253600,613818,616052,609308,613157,617232,616094,613158,615352,607155,613723,601954,253700,611588,604286,618135	240056002,240064008,93153005	C0686353	POMT1	https://medlineplus.gov/genetics/gene/pomt1
limb-girdle-muscular-dystrophy	Limb-girdle muscular dystrophy		D049288	615356,613530,611307,608807,609115,618129,601287,253601,254110,603511,608099,608423,253600,613818,616052,609308,613157,617232,616094,613158,615352,607155,613723,601954,253700,611588,604286,618135	240056002,240064008,93153005	C0686353	POMT2	https://medlineplus.gov/genetics/gene/pomt2
limb-girdle-muscular-dystrophy	Limb-girdle muscular dystrophy		D049288	615356,613530,611307,608807,609115,618129,601287,253601,254110,603511,608099,608423,253600,613818,616052,609308,613157,617232,616094,613158,615352,607155,613723,601954,253700,611588,604286,618135	240056002,240064008,93153005	C0686353	FKRP	https://medlineplus.gov/genetics/gene/fkrp
limb-girdle-muscular-dystrophy	Limb-girdle muscular dystrophy		D049288	615356,613530,611307,608807,609115,618129,601287,253601,254110,603511,608099,608423,253600,613818,616052,609308,613157,617232,616094,613158,615352,607155,613723,601954,253700,611588,604286,618135	240056002,240064008,93153005	C0686353	CRPPA	https://medlineplus.gov/genetics/gene/crppa
limb-girdle-muscular-dystrophy	Limb-girdle muscular dystrophy		D049288	615356,613530,611307,608807,609115,618129,601287,253601,254110,603511,608099,608423,253600,613818,616052,609308,613157,617232,616094,613158,615352,607155,613723,601954,253700,611588,604286,618135	240056002,240064008,93153005	C0686353	LAMA2	https://medlineplus.gov/genetics/gene/lama2
limb-girdle-muscular-dystrophy	Limb-girdle muscular dystrophy		D049288	615356,613530,611307,608807,609115,618129,601287,253601,254110,603511,608099,608423,253600,613818,616052,609308,613157,617232,616094,613158,615352,607155,613723,601954,253700,611588,604286,618135	240056002,240064008,93153005	C0686353	POGLUT1	https://medlineplus.gov/genetics/gene/poglut1
limb-girdle-muscular-dystrophy	Limb-girdle muscular dystrophy		D049288	615356,613530,611307,608807,609115,618129,601287,253601,254110,603511,608099,608423,253600,613818,616052,609308,613157,617232,616094,613158,615352,607155,613723,601954,253700,611588,604286,618135	240056002,240064008,93153005	C0686353	DAG1	https://www.ncbi.nlm.nih.gov/gene/1605
limb-girdle-muscular-dystrophy	Limb-girdle muscular dystrophy		D049288	615356,613530,611307,608807,609115,618129,601287,253601,254110,603511,608099,608423,253600,613818,616052,609308,613157,617232,616094,613158,615352,607155,613723,601954,253700,611588,604286,618135	240056002,240064008,93153005	C0686353	TCAP	https://www.ncbi.nlm.nih.gov/gene/8557
limb-girdle-muscular-dystrophy	Limb-girdle muscular dystrophy		D049288	615356,613530,611307,608807,609115,618129,601287,253601,254110,603511,608099,608423,253600,613818,616052,609308,613157,617232,616094,613158,615352,607155,613723,601954,253700,611588,604286,618135	240056002,240064008,93153005	C0686353	HNRNPDL	https://www.ncbi.nlm.nih.gov/gene/9987
limb-girdle-muscular-dystrophy	Limb-girdle muscular dystrophy		D049288	615356,613530,611307,608807,609115,618129,601287,253601,254110,603511,608099,608423,253600,613818,616052,609308,613157,617232,616094,613158,615352,607155,613723,601954,253700,611588,604286,618135	240056002,240064008,93153005	C0686353	DNAJB6	https://www.ncbi.nlm.nih.gov/gene/10049
limb-girdle-muscular-dystrophy	Limb-girdle muscular dystrophy		D049288	615356,613530,611307,608807,609115,618129,601287,253601,254110,603511,608099,608423,253600,613818,616052,609308,613157,617232,616094,613158,615352,607155,613723,601954,253700,611588,604286,618135	240056002,240064008,93153005	C0686353	TRIM32	https://www.ncbi.nlm.nih.gov/gene/22954
limb-girdle-muscular-dystrophy	Limb-girdle muscular dystrophy		D049288	615356,613530,611307,608807,609115,618129,601287,253601,254110,603511,608099,608423,253600,613818,616052,609308,613157,617232,616094,613158,615352,607155,613723,601954,253700,611588,604286,618135	240056002,240064008,93153005	C0686353	TNPO3	https://www.ncbi.nlm.nih.gov/gene/23534
limb-girdle-muscular-dystrophy	Limb-girdle muscular dystrophy		D049288	615356,613530,611307,608807,609115,618129,601287,253601,254110,603511,608099,608423,253600,613818,616052,609308,613157,617232,616094,613158,615352,607155,613723,601954,253700,611588,604286,618135	240056002,240064008,93153005	C0686353	GMPPB	https://www.ncbi.nlm.nih.gov/gene/29925
limb-girdle-muscular-dystrophy	Limb-girdle muscular dystrophy		D049288	615356,613530,611307,608807,609115,618129,601287,253601,254110,603511,608099,608423,253600,613818,616052,609308,613157,617232,616094,613158,615352,607155,613723,601954,253700,611588,604286,618135	240056002,240064008,93153005	C0686353	POMGNT1	https://www.ncbi.nlm.nih.gov/gene/55624
limb-girdle-muscular-dystrophy	Limb-girdle muscular dystrophy		D049288	615356,613530,611307,608807,609115,618129,601287,253601,254110,603511,608099,608423,253600,613818,616052,609308,613157,617232,616094,613158,615352,607155,613723,601954,253700,611588,604286,618135	240056002,240064008,93153005	C0686353	TRAPPC11	https://www.ncbi.nlm.nih.gov/gene/60684
limb-girdle-muscular-dystrophy	Limb-girdle muscular dystrophy		D049288	615356,613530,611307,608807,609115,618129,601287,253601,254110,603511,608099,608423,253600,613818,616052,609308,613157,617232,616094,613158,615352,607155,613723,601954,253700,611588,604286,618135	240056002,240064008,93153005	C0686353	POMGNT2	https://www.ncbi.nlm.nih.gov/gene/84892
lipoid-proteinosis	Lipoid proteinosis		D008065	247100	38692000	C0023795	ECM1	https://medlineplus.gov/genetics/gene/ecm1
lissencephaly-with-cerebellar-hypoplasia	Lissencephaly with cerebellar hypoplasia	Q04.3	D054221	257320,611603	715817007,717977003	C1969029,C0796089	TUBA1A	https://medlineplus.gov/genetics/gene/tuba1a
lissencephaly-with-cerebellar-hypoplasia	Lissencephaly with cerebellar hypoplasia	Q04.3	D054221	257320,611603	715817007,717977003	C1969029,C0796089	RELN	https://medlineplus.gov/genetics/gene/reln
loeys-dietz-syndrome	Loeys-Dietz syndrome		D055947	610168,613795,615582,614816,609192	838364007,446263001	C2674574,C4551955,C3553762,C2697932,C3810012,C3151087	TGFBR2	https://medlineplus.gov/genetics/gene/tgfbr2
loeys-dietz-syndrome	Loeys-Dietz syndrome		D055947	610168,613795,615582,614816,609192	838364007,446263001	C2674574,C4551955,C3553762,C2697932,C3810012,C3151087	TGFBR1	https://medlineplus.gov/genetics/gene/tgfbr1
loeys-dietz-syndrome	Loeys-Dietz syndrome		D055947	610168,613795,615582,614816,609192	838364007,446263001	C2674574,C4551955,C3553762,C2697932,C3810012,C3151087	SMAD3	https://medlineplus.gov/genetics/gene/smad3
loeys-dietz-syndrome	Loeys-Dietz syndrome		D055947	610168,613795,615582,614816,609192	838364007,446263001	C2674574,C4551955,C3553762,C2697932,C3810012,C3151087	TGFB2	https://medlineplus.gov/genetics/gene/tgfb2
loeys-dietz-syndrome	Loeys-Dietz syndrome		D055947	610168,613795,615582,614816,609192	838364007,446263001	C2674574,C4551955,C3553762,C2697932,C3810012,C3151087	TGFB3	https://medlineplus.gov/genetics/gene/tgfb3
long-chain-3-hydroxyacyl-coa-dehydrogenase-deficiency	Long-chain 3-hydroxyacyl-CoA dehydrogenase deficiency		D008052	609016	307127004	C3711645	HADHA	https://medlineplus.gov/genetics/gene/hadha
lowe-syndrome	Lowe syndrome	E72.03	D009800	309000	79385002	C0028860	OCRL	https://medlineplus.gov/genetics/gene/ocrl
lujan-syndrome	Lujan syndrome		D038901	309520	422437002	C0796022	MED12	https://medlineplus.gov/genetics/gene/med12
lung-cancer	Lung cancer	C34.0,C34.90,C34.3,C34.12,C34,C34.00,C34.01,C34.30,C34.91,C34.10,C34.2,C34.02,C34.9,C34.92,C34.1,C34.32,C34.11,C34.31	D008175,D055752,D002289	211980	363358000,830151004	C0684249	RB1	https://medlineplus.gov/genetics/gene/rb1
lung-cancer	Lung cancer	C34.0,C34.90,C34.3,C34.12,C34,C34.00,C34.01,C34.30,C34.91,C34.10,C34.2,C34.02,C34.9,C34.92,C34.1,C34.32,C34.11,C34.31	D008175,D055752,D002289	211980	363358000,830151004	C0684249	TP53	https://medlineplus.gov/genetics/gene/tp53
lung-cancer	Lung cancer	C34.0,C34.90,C34.3,C34.12,C34,C34.00,C34.01,C34.30,C34.91,C34.10,C34.2,C34.02,C34.9,C34.92,C34.1,C34.32,C34.11,C34.31	D008175,D055752,D002289	211980	363358000,830151004	C0684249	PTEN	https://medlineplus.gov/genetics/gene/pten
lung-cancer	Lung cancer	C34.0,C34.90,C34.3,C34.12,C34,C34.00,C34.01,C34.30,C34.91,C34.10,C34.2,C34.02,C34.9,C34.92,C34.1,C34.32,C34.11,C34.31	D008175,D055752,D002289	211980	363358000,830151004	C0684249	STK11	https://medlineplus.gov/genetics/gene/stk11
lung-cancer	Lung cancer	C34.0,C34.90,C34.3,C34.12,C34,C34.00,C34.01,C34.30,C34.91,C34.10,C34.2,C34.02,C34.9,C34.92,C34.1,C34.32,C34.11,C34.31	D008175,D055752,D002289	211980	363358000,830151004	C0684249	NF1	https://medlineplus.gov/genetics/gene/nf1
lung-cancer	Lung cancer	C34.0,C34.90,C34.3,C34.12,C34,C34.00,C34.01,C34.30,C34.91,C34.10,C34.2,C34.02,C34.9,C34.92,C34.1,C34.32,C34.11,C34.31	D008175,D055752,D002289	211980	363358000,830151004	C0684249	PRKN	https://medlineplus.gov/genetics/gene/prkn
lung-cancer	Lung cancer	C34.0,C34.90,C34.3,C34.12,C34,C34.00,C34.01,C34.30,C34.91,C34.10,C34.2,C34.02,C34.9,C34.92,C34.1,C34.32,C34.11,C34.31	D008175,D055752,D002289	211980	363358000,830151004	C0684249	RET	https://medlineplus.gov/genetics/gene/ret
lung-cancer	Lung cancer	C34.0,C34.90,C34.3,C34.12,C34,C34.00,C34.01,C34.30,C34.91,C34.10,C34.2,C34.02,C34.9,C34.92,C34.1,C34.32,C34.11,C34.31	D008175,D055752,D002289	211980	363358000,830151004	C0684249	KRAS	https://medlineplus.gov/genetics/gene/kras
lung-cancer	Lung cancer	C34.0,C34.90,C34.3,C34.12,C34,C34.00,C34.01,C34.30,C34.91,C34.10,C34.2,C34.02,C34.9,C34.92,C34.1,C34.32,C34.11,C34.31	D008175,D055752,D002289	211980	363358000,830151004	C0684249	BRAF	https://medlineplus.gov/genetics/gene/braf
lung-cancer	Lung cancer	C34.0,C34.90,C34.3,C34.12,C34,C34.00,C34.01,C34.30,C34.91,C34.10,C34.2,C34.02,C34.9,C34.92,C34.1,C34.32,C34.11,C34.31	D008175,D055752,D002289	211980	363358000,830151004	C0684249	MAP2K1	https://medlineplus.gov/genetics/gene/map2k1
lung-cancer	Lung cancer	C34.0,C34.90,C34.3,C34.12,C34,C34.00,C34.01,C34.30,C34.91,C34.10,C34.2,C34.02,C34.9,C34.92,C34.1,C34.32,C34.11,C34.31	D008175,D055752,D002289	211980	363358000,830151004	C0684249	NRAS	https://medlineplus.gov/genetics/gene/nras
lung-cancer	Lung cancer	C34.0,C34.90,C34.3,C34.12,C34,C34.00,C34.01,C34.30,C34.91,C34.10,C34.2,C34.02,C34.9,C34.92,C34.1,C34.32,C34.11,C34.31	D008175,D055752,D002289	211980	363358000,830151004	C0684249	ALK	https://medlineplus.gov/genetics/gene/alk
